,AM,Accruals,AnnouncementReturn,AssetGrowth,BetaLiquidityPS,BidAskSpread,BMdec,BookLeverage,BPEBM,CBOperProf,CF,cfp,CashProd,ChAssetTurnover,ChEQ,ChInv,ChInvIA,ChNWC,ChNNCOA,ChTax,Coskewness,CoskewACX,DelCOA,DelCOL,DelEqu,DelFINL,DelLTI,DelNetFin,High52,RealizedVol,DolVol,EBM,EarningsSurprise,EquityDuration,GP,grcapx,Herf,IdioVol3F,IdioVolAHT,PriceDelayRsq,IndMom,IntMom,InvestPPEInv,Investment,LRreversal,Leverage,MaxRet,Mom12m,Mom12mOffSeason,Mom6m,MomOffSeason,MomSeason,MomSeasonShort,NOA,OPLeverage,PctAcc,Price,Beta,ResidualMomentum,ReturnSkew,ReturnSkew3F,RevenueSurprise,RoE,STreversal,ShareIss1Y,Size,Tax,TotalAccruals,VolSD,dNoa,hire,zerotrade1M,zerotrade6M,zerotrade12M
200001,0.00013300848,3.0264646e-05,0.0024456806,0.00012390489,6.198009e-05,0.00026493095,0.00012297499,0.0001678066,0.00010073819,0.0003580026,0.00021368792,0.00048156566,0.00014482268,3.8222963e-05,3.6209654e-05,8.837999e-05,6.9381305e-05,3.920629e-05,3.8151782e-05,0.00051618466,0.000109465334,0.00020546182,3.030823e-05,3.5193447e-05,4.6520363e-05,0.00010182418,0.0054148855,5.4938584e-05,0.001619454,0.0009349709,0.0006256423,0.00056631136,0.00011426371,7.591761e-05,0.00035712408,2.1279071e-05,0.0006736268,0.0020883018,0.0011345784,0.00030265396,0.0014669856,0.0006931743,0.00019142337,3.477805e-05,0.00014056434,0.00015375316,0.00053273066,0.0016625494,0.00070096937,0.00025783767,0.0012289642,0.0012728648,0.0003265834,0.00063696085,8.063186e-05,8.716086e-05,0.0021564306,0.0006581687,8.234771e-05,8.647758e-05,0.00019405321,4.9895338e-05,0.000119951445,0.001784283,0.0003967973,0.0012939844,0.0012926937,4.935839e-05,0.000106586514,0.0002136071,0.00027135233,0.0003789528,0.00032016446,0.00014414791
200002,0.00011558593,4.7628168e-05,0.0020909891,0.0003400406,4.8280483e-05,0.0001542859,4.7085075e-05,0.00014835646,9.285583e-05,0.00036259246,9.980909e-05,0.0006134657,0.00015280473,3.5144516e-05,5.1481504e-05,0.00016089686,3.1642052e-05,4.9510883e-05,4.78947e-05,0.0005299551,6.778426e-05,0.00022431489,5.0633418e-05,3.1562176e-05,6.0272916e-05,0.000103251485,0.0049832594,5.273419e-05,0.0016271902,0.0011084785,0.0007276556,0.00049369084,0.00010305011,5.5167136e-05,0.00031805693,3.669662e-05,0.00058350706,0.002187558,0.00034124902,0.0002459042,0.001067827,0.0007923212,0.00022763839,4.9938557e-05,0.00011870846,0.00010522766,0.00045442465,0.0016631035,0.0005013346,0.00029571715,0.0012329924,0.0010499379,0.00026905394,0.0007462376,7.120135e-05,0.00013002908,0.0014091444,0.00031733984,9.0390546e-05,8.8243294e-05,0.0001597153,4.476025e-05,4.5543413e-05,0.0016246152,0.00042668957,0.0013137127,0.0010582987,3.4384968e-05,0.00015067522,0.00024099265,0.00041960008,0.00031260448,0.0004980427,0.00025393098
200003,0.00013362765,2.7881051e-05,0.0024704793,0.0001338996,7.343387e-05,0.00019715296,5.28498e-05,0.00016432627,7.499175e-05,0.00040910926,0.00010686502,0.000548303,0.00012225487,3.625607e-05,3.419836e-05,5.161546e-05,5.2958894e-05,3.0553972e-05,5.2439256e-05,0.00046654276,0.00011061498,0.00027376343,3.779014e-05,3.3128457e-05,5.4044638e-05,9.579354e-05,0.0050519225,4.1588115e-05,0.0015784019,0.0006924305,0.0006046328,0.00044471197,0.00010153724,7.122511e-05,0.00028335245,4.132749e-05,0.00063946116,0.002637159,0.00020316578,0.00025648467,0.0008530782,0.0008503451,0.00010817976,3.7746588e-05,0.00011124856,8.5702886e-05,0.00040525827,0.0015064693,0.00091716356,0.00036422553,0.001209235,0.0016637093,0.00033289765,0.00071433315,6.358958e-05,0.00011838047,0.0013775284,0.00075514993,9.526214e-05,9.0991685e-05,0.0002082354,4.0284984e-05,7.156546e-05,0.0018904543,0.00037921735,0.0012858212,0.0012453442,2.9692908e-05,0.0001271128,0.00024337761,0.00028236053,0.00034900758,0.00044871305,0.00024845926
200004,0.000105964835,3.8391747e-05,0.00231095,0.000111803056,7.082276e-05,0.0001278326,4.7462247e-05,0.00016256241,7.219569e-05,0.00035293135,0.00010222157,0.0007510387,0.0001042464,2.762661e-05,3.759886e-05,6.118696e-05,3.1079366e-05,2.4620142e-05,3.4883946e-05,0.00054040935,9.7498494e-05,0.00024966928,2.887057e-05,2.2548773e-05,5.7218895e-05,8.407419e-05,0.0026931248,3.289191e-05,0.0014070715,0.000670724,0.00078585,0.0002961403,9.201637e-05,5.1332863e-05,0.00027556843,3.516977e-05,0.00045978357,0.0024102994,0.00016482681,0.00021287604,0.0011374623,0.00085333333,0.00014559121,4.7966303e-05,0.00010493579,9.13809e-05,0.0005033689,0.001397655,0.00093562977,0.0002466364,0.001471512,0.0013687289,0.00032509575,0.00051936676,0.00018591924,0.00012409195,0.0012681116,0.0004116589,0.000100308585,7.3778276e-05,0.00013222349,3.094721e-05,5.4668042e-05,0.0016162952,0.00041847766,0.0013303211,0.00092953007,3.3718687e-05,0.00019578169,0.0001810679,0.00012280332,0.0003244444,0.00031358787,0.00014846798
200005,0.00010998026,2.69851e-05,0.0020908895,0.00010014007,0.0001003076,0.00012327256,4.537448e-05,0.00016825841,8.2577295e-05,0.0003216269,0.00010113745,0.0007702175,0.000111443966,3.5565474e-05,4.005507e-05,6.628241e-05,4.2479416e-05,2.7531778e-05,3.015928e-05,0.0004812315,7.189129e-05,0.0002420693,2.5939878e-05,2.598081e-05,3.9469385e-05,8.0283804e-05,0.0023676732,3.4216926e-05,0.0013352082,0.001221273,0.0006782317,0.0003612827,0.00013258129,4.983882e-05,0.00028898477,3.925055e-05,0.00052618043,0.0020211309,0.00013864755,0.00026047698,0.00078432396,0.000861913,0.00014035875,5.95197e-05,9.10803e-05,0.000101852325,0.0005065664,0.0013456453,0.0007682661,0.0002490662,0.0014404411,0.0013691839,0.00029890536,0.00054246053,0.00016990036,0.00011922673,0.0013767626,0.00039818473,0.00010501804,9.311401e-05,0.000119145836,3.226671e-05,5.2047126e-05,0.0017173408,0.0004523409,0.0014245465,0.002386627,3.3152748e-05,0.0003268822,0.00020611132,0.00023040657,0.00033316395,0.0003608136,0.00013188885
200006,0.00012785883,2.6866563e-05,0.0021587315,0.000116591735,4.2302247e-05,0.00013562002,6.0032333e-05,0.00016314142,8.522168e-05,0.00039837253,8.8558285e-05,0.0008849552,0.00011739136,3.5933765e-05,4.3616732e-05,5.946967e-05,3.0006378e-05,2.8649634e-05,2.7355567e-05,0.000564905,9.40128e-05,0.00024418,3.5823778e-05,3.091006e-05,4.3692e-05,9.4126175e-05,0.0018002052,3.7652433e-05,0.0013421022,0.0012310556,0.0005641889,0.00039477067,0.00012926092,6.502591e-05,0.00029032174,2.432026e-05,0.00067867915,0.0018530991,0.00014348218,0.00028048406,0.0005166376,0.0007263877,0.00012494154,4.9777438e-05,0.00010209939,9.178956e-05,0.0006601441,0.0013006408,0.00077560643,0.00022112668,0.0013862258,0.001229605,0.0003207399,0.00050326204,9.9509496e-05,0.0001328007,0.0013285268,0.0004488997,0.000100916746,9.738671e-05,0.0001223736,5.176215e-05,4.172864e-05,0.0018708564,0.0004217335,0.0013986299,0.0028099723,2.9741885e-05,0.00011845318,0.00022639094,7.200626e-05,0.00027022712,0.00035764932,0.0001342484
200007,0.000113308335,2.7563376e-05,0.0019461856,0.0001200964,3.1754505e-05,0.00015602914,5.2753883e-05,0.00019045376,9.406142e-05,0.00035707103,0.00010706093,0.00088757585,0.00012251161,4.6564637e-05,3.941886e-05,4.1149866e-05,4.7216956e-05,3.1582756e-05,4.294766e-05,0.000466567,7.3976094e-05,0.00026087844,3.0708372e-05,2.8434979e-05,5.2362953e-05,8.198812e-05,0.0032288795,4.007409e-05,0.0014714358,0.0014327832,0.0006699634,0.00042202132,0.00014264634,4.8038473e-05,0.00031366223,2.0840667e-05,0.0008586818,0.0016908244,0.00015760686,0.0002606598,0.00073350914,0.0006831605,0.00015189819,6.7405024e-05,0.000102266466,7.282129e-05,0.0006474643,0.0011704765,0.00073672325,0.00023980599,0.0014721385,0.001185902,0.00032608068,0.00045597824,8.778519e-05,0.00013098904,0.0014913444,0.00049740647,0.00010461836,0.00010301382,0.00012278203,4.6569345e-05,4.6479483e-05,0.0019631204,0.00051410927,0.0014643284,0.0023533416,3.0956642e-05,0.00011221744,0.00021694039,8.104552e-05,0.00037139733,0.0003183415,0.00013330113
200008,0.00019070532,2.8866689e-05,0.0020215004,0.00011792671,3.5183446e-05,0.00019757212,5.517752e-05,0.00018492236,0.0001086552,0.00042980025,0.00010859975,0.00075325154,0.00017809801,3.7635684e-05,5.401074e-05,7.091098e-05,3.462435e-05,2.9200477e-05,3.322991e-05,0.0014996473,6.363557e-05,0.0002231866,3.7242233e-05,3.781987e-05,4.7337206e-05,0.000126092,0.0023359589,6.854904e-05,0.0013998839,0.0015030543,0.000675314,0.0004562103,0.00015609284,8.303805e-05,0.0002438868,2.9323079e-05,0.00075389055,0.00172734,0.00014921342,0.0004974275,0.00052803045,0.00068807445,0.00013460426,5.7730867e-05,0.00010700514,6.704234e-05,0.00060954737,0.001295683,0.0007752431,0.00023090842,0.0014245304,0.001224469,0.00035934683,0.0005137932,7.824197e-05,0.00014853089,0.0014101872,0.00046328787,0.0001007392,0.0001002894,0.00010445644,0.000111827314,5.8437163e-05,0.0019969617,0.0005144701,0.0014411065,0.003288128,3.1281197e-05,0.00011408992,0.0001737196,8.8326706e-05,0.00037045273,0.00028771156,0.00015071665
200009,8.882037e-05,2.9716792e-05,0.0020322485,0.000107594366,3.52023e-05,0.00014431788,5.752082e-05,0.00020259376,9.8948505e-05,0.00044881468,6.9197384e-05,0.0008794877,0.000113961905,3.2131327e-05,3.299508e-05,4.609936e-05,3.2665983e-05,3.0517887e-05,3.0963794e-05,0.00031558258,7.526986e-05,0.00022319554,3.8092523e-05,2.8774231e-05,4.6821253e-05,0.00010826036,0.001848451,3.292567e-05,0.0013779247,0.0011859692,0.00059616385,0.00045008084,0.00012512381,5.081357e-05,0.00023155019,1.9025629e-05,0.0010008336,0.0018233447,0.00016056499,0.00044161873,0.0007266538,0.0006695503,0.00013819347,4.6737794e-05,0.00011583996,7.668092e-05,0.0005753423,0.0013536016,0.0008323129,0.00021249951,0.0015604617,0.0012166114,0.00035509732,0.00044093837,6.153257e-05,0.00013440424,0.0013313879,0.00050919363,9.986523e-05,9.212306e-05,0.000120033365,4.9548482e-05,5.9163198e-05,0.0017871779,0.0004797459,0.001342363,0.002439304,3.216087e-05,0.00012485134,0.00019529197,0.00012369083,0.00032074447,0.0002940961,0.00010654165
200010,0.00013870694,2.4163583e-05,0.002056527,0.00011049724,4.1291823e-05,0.00016247525,4.5464833e-05,0.0002201503,9.722277e-05,0.00045518973,9.375323e-05,0.00071670115,0.00015072551,4.5416244e-05,4.197526e-05,6.120533e-05,4.4429537e-05,3.673317e-05,2.9245884e-05,0.0007542138,0.000103872626,0.0002529143,4.2521224e-05,3.0714775e-05,4.8031852e-05,0.00016709398,0.0014447502,4.1100528e-05,0.0014044181,0.0011465566,0.00059217575,0.0004430274,0.0001238023,4.5960183e-05,0.0002702565,2.1338807e-05,0.0009847514,0.00165421,0.00014910322,0.00047816004,0.00061069336,0.0007215718,0.00012917006,5.3992087e-05,0.00010196645,8.627917e-05,0.0006721984,0.0014217596,0.0009063437,0.0002497595,0.0014014596,0.0013853932,0.00032759685,0.00056225096,6.589244e-05,0.00016476249,0.0012863968,0.0005264605,0.000103070815,0.00010859657,0.00010689423,4.6551304e-05,5.340636e-05,0.001908466,0.00054122333,0.0013377642,0.0018530239,3.2084954e-05,0.000109267705,0.000254215,0.000100855264,0.00031800885,0.00025834868,0.000106439904
