yyyymm,DelLTI,Size,BMdec,MeanRankRevGrowth,CompEquIss,Price,DelCOA,STreversal,Accruals,Tax,DelNetFin,ResidualMomentum,AnalystRevision,dNoa,DelFINL,DolVol,NetDebtFinance,Illiquidity,BM,RDS,MomOffSeason06YrPlus,ChInvIA,RD,grcapx3y,BidAskSpread,PriceDelayRsq,BetaTailRisk,ChEQ,cfp,Mom6m,DelEqu,BPEBM,RevenueSurprise,ChAssetTurnover,Mom12mOffSeason,HerfBE,AssetGrowth,Mom12m,IndRetBig,hire,ShareIss5Y,ChNWC,CF,DelCOL,Leverage,ReturnSkew,MomSeason11YrPlus,RealizedVol,AM,MaxRet,PctAcc,zerotrade1M,IdioVolAHT,OPLeverage,TotalAccruals,PctTotAcc,EBM,IdioVol3F,VolSD,zerotrade12M,IntanSP,Cash,ChNNCOA,NetDebtPrice,AbnormalAccruals,MomSeason06YrPlus,std_turn,zerotrade6M,XFIN,ChTax,BookLeverage,MomSeasonShort,CashProd,EquityDuration,GP,NetEquityFinance,CoskewACX,LRreversal,grcapx,Beta,CBOperProf,ReturnSkew3F,Herf,CompositeDebtIssuance,roaq,ExclExp,BetaLiquidityPS,RoE,EarningsSurprise,AnnouncementReturn,ShareIss1Y,betaVIX,NOA,InvestPPEInv,IntMom,MomSeason,TrendFactor,IndMom,InvGrowth,EarnSupBig,EntMult,ChInv,MomOffSeason,EP,EarningsStreak,FEPS,IntanCFP,Investment,IntanEP,REV6,NetPayoutYield,IntanBM,ForecastDispersion
200001,0.023156767711043358,0.02226141281425953,0.02193947695195675,0.017983904108405113,0.017902808263897896,0.016821876168251038,0.016790825873613358,0.016316495835781097,0.016007723286747932,0.015534168109297752,0.014723614789545536,0.014707162044942379,0.014171356335282326,0.013423312455415726,0.013396741822361946,0.013166742399334908,0.012733809649944305,0.012318802997469902,0.01226947084069252,0.011894876137375832,0.011592716909945011,0.011553524993360043,0.011523036286234856,0.011474337428808212,0.01140616275370121,0.011185724288225174,0.011180979199707508,0.011031955480575562,0.010870132595300674,0.010829975828528404,0.010776990093290806,0.010753276757895947,0.010688000358641148,0.010403105057775974,0.009920479729771614,0.009915664792060852,0.00959203951060772,0.009568202309310436,0.009423169307410717,0.00940780621021986,0.009390205144882202,0.00936228595674038,0.009311651811003685,0.009260747581720352,0.009206290356814861,0.009185913018882275,0.009149868972599506,0.008660771884024143,0.008416499011218548,0.008308704942464828,0.008284111507236958,0.00823602732270956,0.00816657580435276,0.008041278459131718,0.008021091111004353,0.007982047274708748,0.007870752364397049,0.007846103981137276,0.007771987933665514,0.0077389804646372795,0.007735795807093382,0.007638393901288509,0.007635539397597313,0.007368599064648151,0.007334415335208178,0.007329281885176897,0.007315329276025295,0.007304016035050154,0.007227921858429909,0.007144568953663111,0.0070681823417544365,0.006780642084777355,0.0067708720453083515,0.006729175336658955,0.006643620319664478,0.006612606346607208,0.0065556298941373825,0.006530083250254393,0.0064510987140238285,0.006449571810662746,0.006411696318536997,0.006251519545912743,0.006214959546923637,0.006171319168061018,0.006081658415496349,0.005871980916708708,0.0058136084116995335,0.005751714110374451,0.0056540085934102535,0.005603985395282507,0.00551640847697854,0.005508861970156431,0.00548560731112957,0.005465641617774963,0.005370406899601221,0.005294386763125658,0.0052638063207268715,0.005158060695976019,0.005134738050401211,0.004856698680669069,0.0047376458533108234,0.004698478151112795,0.004519797395914793,0.004433023743331432,0.004119636490941048,0.00401600357145071,0.003662943374365568,0.0036088379565626383,0.0032214943785220385,0.0027495254762470722,0.0023369118571281433,0.0020739457104355097,0.001484762178733945
200002,0.021447600796818733,0.022749658674001694,0.01580636203289032,0.015065174549818039,0.016865553334355354,0.01688995771110058,0.01777312159538269,0.016364533454179764,0.02107797935605049,0.017151866108179092,0.012770824134349823,0.013045312836766243,0.013348773121833801,0.013171747326850891,0.01699703373014927,0.012598996981978416,0.006099193822592497,0.012701726518571377,0.011750081554055214,0.010695233941078186,0.017372379079461098,0.0069837975315749645,0.00990198738873005,0.009249774739146233,0.01122761145234108,0.01044596266001463,0.008269090205430984,0.011168594472110271,0.010330610908567905,0.009637516923248768,0.015960821881890297,0.009308257140219212,0.00988081842660904,0.007918652147054672,0.010520044714212418,0.0070334733463823795,0.009796258062124252,0.009951896034181118,0.009705785661935806,0.008250449784100056,0.01064605824649334,0.007009932771325111,0.008903304114937782,0.008208604529500008,0.008935928344726562,0.008359475061297417,0.009760227985680103,0.008679901249706745,0.009240747429430485,0.007741632871329784,0.008138967677950859,0.007834927178919315,0.008502297103404999,0.012046697549521923,0.010160843841731548,0.011254391632974148,0.007903741672635078,0.00775728328153491,0.008979637175798416,0.006505419500172138,0.008060800842940807,0.0071297287940979,0.007961326278746128,0.0070963650941848755,0.008058881387114525,0.00870432797819376,0.005924936383962631,0.007627548649907112,0.007156603038311005,0.0076679023914039135,0.006501427851617336,0.006037064827978611,0.00792490690946579,0.005268455017358065,0.0052498639561235905,0.008696729317307472,0.0061486330814659595,0.007852979935705662,0.005535807926207781,0.005530490539968014,0.007207099813967943,0.006616372149437666,0.006488836370408535,0.007263847626745701,0.0060616047121584415,0.007185370195657015,0.00650224881246686,0.004324289504438639,0.005861205514520407,0.005818032193928957,0.006215918809175491,0.005252767354249954,0.005803892854601145,0.005070946644991636,0.005270272959023714,0.0052544791251420975,0.005009053274989128,0.0049452041275799274,0.010797305963933468,0.004436546005308628,0.00452986266463995,0.008043278008699417,0.0050426265224814415,0.0034334624651819468,0.003742907429113984,0.004335882142186165,0.003148739691823721,0.0069446139968931675,0.0027282433584332466,0.003218308789655566,0.005542092025279999,0.0030298233032226562,0.0008855584310367703
200003,0.020961767062544823,0.022061608731746674,0.019241947680711746,0.013733669184148312,0.016805235296487808,0.016942890360951424,0.01937994919717312,0.01622406579554081,0.019585322588682175,0.017133846879005432,0.013233275152742863,0.01614166796207428,0.015072460286319256,0.014463234692811966,0.012754043564200401,0.01447345782071352,0.008248225785791874,0.01326724048703909,0.012829727493226528,0.010412551462650299,0.011870094574987888,0.005423430819064379,0.01139086578041315,0.005023797508329153,0.011744731105864048,0.010774843394756317,0.005409762728959322,0.009219770319759846,0.00905381329357624,0.009239443577826023,0.01305423304438591,0.010075553320348263,0.009528669528663158,0.006666440516710281,0.01160574983805418,0.009041992016136646,0.009405821561813354,0.009792724624276161,0.009621130302548409,0.009866517968475819,0.009307041764259338,0.013550261966884136,0.008288320153951645,0.00684300996363163,0.009215046651661396,0.008185919374227524,0.012373889796435833,0.00873713381588459,0.007408842444419861,0.008316758088767529,0.006972354371100664,0.009091541171073914,0.009159400127828121,0.01026088185608387,0.007601266261190176,0.012096574530005455,0.007445181719958782,0.008189559914171696,0.008574698120355606,0.005785692948848009,0.0085161617025733,0.0078500397503376,0.00966835580766201,0.007408899255096912,0.007047573104500771,0.0072205206379294395,0.005876160692423582,0.00808291882276535,0.007407055702060461,0.005657155532389879,0.008101040497422218,0.0065123820677399635,0.008455810137093067,0.0047449395060539246,0.007934951223433018,0.0073720794171094894,0.005556484684348106,0.006365959998220205,0.005807335022836924,0.005476434715092182,0.0052769421599805355,0.0065684085711836815,0.00565062090754509,0.014148876070976257,0.006195042282342911,0.008047888055443764,0.009437530301511288,0.006573150400072336,0.005604093428701162,0.005719067063182592,0.006040351465344429,0.005110998172312975,0.004938280209898949,0.0063025495037436485,0.00545317679643631,0.005306712351739407,0.0053332350216805935,0.005376867484301329,0.005832704249769449,0.005620941985398531,0.004619991406798363,0.0071266950108110905,0.004817727021872997,0.003668013261631131,0.0036622071638703346,0.004220612812787294,0.0030217692255973816,0.001644562347792089,0.0061323679983615875,0.0030613646376878023,0.0031337288673967123,0.0025241724215447903,0.004588188603520393
200004,0.02415606379508972,0.022835012525320053,0.016603566706180573,0.01563861593604088,0.015935419127345085,0.01628299430012703,0.020322423428297043,0.01642283797264099,0.016352234408259392,0.016393721103668213,0.01577014848589897,0.013772226870059967,0.013655480928719044,0.011905152350664139,0.011366461403667927,0.014732726849615574,0.009954993613064289,0.012107028625905514,0.014574035070836544,0.008972727693617344,0.011328952386975288,0.007666953839361668,0.011088668368756771,0.009628500789403915,0.011593572795391083,0.01078211423009634,0.008390961214900017,0.011252411641180515,0.009997540153563023,0.009768561460077763,0.016539065167307854,0.010407892987132072,0.006498305127024651,0.00964127853512764,0.010793172754347324,0.010006881318986416,0.009313998743891716,0.009393665939569473,0.009688016027212143,0.008275359869003296,0.01184158492833376,0.01087865699082613,0.009894078597426414,0.007429705932736397,0.009039436466991901,0.006994554307311773,0.009501626715064049,0.008921737782657146,0.008814986795186996,0.008029387332499027,0.0066360849887132645,0.008349020034074783,0.00866334792226553,0.011509713716804981,0.008578816428780556,0.009644685313105583,0.007886188104748726,0.007959431037306786,0.007604612968862057,0.00590998912230134,0.007707633543759584,0.007819288410246372,0.0073206014931201935,0.00843812245875597,0.009688134305179119,0.006301644258201122,0.006741055753082037,0.009034262970089912,0.007331135682761669,0.006306566298007965,0.005908784922212362,0.005985978525131941,0.006849866826087236,0.008143369108438492,0.005353725515305996,0.006259046960622072,0.0059088063426315784,0.006137590389698744,0.004993506707251072,0.0061640325002372265,0.006428067106753588,0.005950260441750288,0.005402140319347382,0.008973774500191212,0.005993172060698271,0.007508247625082731,0.00869665015488863,0.006013174075633287,0.00531155476346612,0.005631478037685156,0.006091244053095579,0.004975263494998217,0.006302021909505129,0.0046738614328205585,0.005287895444780588,0.005537399090826511,0.005331157241016626,0.005308527499437332,0.006439002230763435,0.005573737900704145,0.0049966443330049515,0.00734431529417634,0.0051076095551252365,0.0031357500702142715,0.003697993466630578,0.005148930475115776,0.003499869955703616,0.0055964295752346516,0.0048677572049200535,0.0028112647123634815,0.006774534471333027,0.002079571131616831,0.001220154226757586
200005,0.022778265178203583,0.02219361998140812,0.019311564043164253,0.010359697043895721,0.017349831759929657,0.017240967601537704,0.01496888417750597,0.016225731000304222,0.014257196336984634,0.016060320660471916,0.014777380973100662,0.015944194048643112,0.01248844526708126,0.008418726734817028,0.014873072504997253,0.014798467978835106,0.012578685767948627,0.012329027988016605,0.01151235494762659,0.009699566289782524,0.010434876196086407,0.008118059486150742,0.010964627377688885,0.006888155825436115,0.01122802123427391,0.012225047685205936,0.010788310319185257,0.011841468513011932,0.009176641702651978,0.009151886217296124,0.015616258606314659,0.00963514018803835,0.010325340554118156,0.006222723983228207,0.009808729402720928,0.009600652381777763,0.012755393981933594,0.009419038891792297,0.009018872864544392,0.009395931847393513,0.008468634448945522,0.012989500537514687,0.009250661358237267,0.009276727214455605,0.009015793912112713,0.007573949173092842,0.01632612571120262,0.008964150212705135,0.010507021099328995,0.008039322681725025,0.005805839318782091,0.008370382711291313,0.009436863474547863,0.010241292417049408,0.005848460365086794,0.009917080402374268,0.00844308827072382,0.008208644576370716,0.008506685495376587,0.0056653195060789585,0.007561594247817993,0.00701178889721632,0.010185462422668934,0.007360653020441532,0.007483307737857103,0.00595402205362916,0.006572356913238764,0.007322670891880989,0.007339322008192539,0.007326276507228613,0.006300394423305988,0.006758498959243298,0.008379168808460236,0.005339363589882851,0.008221384137868881,0.007694240193814039,0.006082010455429554,0.0073066409677267075,0.0030764432158321142,0.007771420292556286,0.005394722800701857,0.00680176168680191,0.0059966943226754665,0.009796908125281334,0.006031711120158434,0.009281839244067669,0.0066889747977256775,0.004105528350919485,0.005808047950267792,0.0055131809785962105,0.00575755350291729,0.00431843614205718,0.0075083705596625805,0.004671201109886169,0.004981515929102898,0.005516981240361929,0.005326853133738041,0.004990444518625736,0.003534691408276558,0.004777616821229458,0.005235826130956411,0.0072877006605267525,0.005181172862648964,0.003669233527034521,0.0038018578197807074,0.0038766534999012947,0.0034235049970448017,0.007514382712543011,0.004034976940602064,0.0024655309971421957,0.005093088373541832,0.007205154746770859,0.001724175293929875
200006,0.02491525188088417,0.022640399634838104,0.019160214811563492,0.014731060713529587,0.017760280519723892,0.017247214913368225,0.020070485770702362,0.01687793619930744,0.01480596512556076,0.015124090015888214,0.014542448334395885,0.015846064314246178,0.013250469230115414,0.013028211891651154,0.01377852726727724,0.014317822642624378,0.005996126215904951,0.012987158261239529,0.01265201810747385,0.006645386107265949,0.006730634719133377,0.007090033032000065,0.011190278455615044,0.007658022455871105,0.011127498000860214,0.011790698394179344,0.011673924513161182,0.011320465244352818,0.009118123911321163,0.008954004384577274,0.012855494394898415,0.010133321397006512,0.012364926747977734,0.01160021685063839,0.010831387713551521,0.009556886740028858,0.008832075633108616,0.008864732459187508,0.009718324989080429,0.00894906371831894,0.0033937725238502026,0.012999404221773148,0.008991099894046783,0.006688736844807863,0.008965354412794113,0.008579722605645657,0.01447209995239973,0.008897167630493641,0.008907969109714031,0.0080686891451478,0.009771090000867844,0.00915768463164568,0.008631415665149689,0.011046863161027431,0.00804236438125372,0.008150633424520493,0.007447599899023771,0.008389144204556942,0.008440959267318249,0.007003346923738718,0.00671871192753315,0.007097010035067797,0.012420281767845154,0.008267435245215893,0.007661701180040836,0.00635524932295084,0.0064749205484986305,0.0086172791197896,0.007054795045405626,0.007413254585117102,0.004641377367079258,0.006102012004703283,0.006305869203060865,0.0061655244790017605,0.004665177781134844,0.008088059723377228,0.006261891685426235,0.006749012973159552,0.004820748697966337,0.006718086544424295,0.005023026838898659,0.006626815069466829,0.00464580999687314,0.00855396781116724,0.006888945586979389,0.008525621145963669,0.009458547458052635,0.004471825435757637,0.004852369427680969,0.005570575594902039,0.005324578378349543,0.00432614516466856,0.0061974977143108845,0.006527114659547806,0.005475590005517006,0.006208215840160847,0.005628214683383703,0.005791042000055313,0.00518849166110158,0.005293107125908136,0.005368218291550875,0.008013103157281876,0.004992304835468531,0.0031958173494786024,0.0041315932758152485,0.002425275044515729,0.0029666414484381676,0.006346919108182192,0.003142786445096135,0.003257604083046317,0.005884218029677868,0.0070371199399232864,0.0012801397824659944
200007,0.025408195331692696,0.02356717921793461,0.01679949089884758,0.017919402569532394,0.018274957314133644,0.017194796353578568,0.01688852347433567,0.017100214958190918,0.016473470255732536,0.014992867596447468,0.01804988831281662,0.01658250391483307,0.01383910607546568,0.015058779157698154,0.012522389180958271,0.014346604235470295,0.007650758605450392,0.01253460068255663,0.012293687090277672,0.007687363773584366,0.013755119405686855,0.00634047482162714,0.011586212553083897,0.012646077200770378,0.010691171512007713,0.011729498393833637,0.007852093316614628,0.007902439683675766,0.009376267902553082,0.00951000303030014,0.013926907442510128,0.011435686610639095,0.005174538586288691,0.010716238990426064,0.00937617290765047,0.010229874402284622,0.009387808851897717,0.009478994645178318,0.009600909426808357,0.007567278109490871,0.009064512327313423,0.011416702531278133,0.008854423649609089,0.005228369031101465,0.00892223883420229,0.009447756223380566,0.011218056082725525,0.009351643733680248,0.009029261767864227,0.008071462623775005,0.005372623447328806,0.007819287478923798,0.00890928041189909,0.009648806415498257,0.006358720362186432,0.007388510275632143,0.00799429789185524,0.008237774483859539,0.00790618360042572,0.0060483855195343494,0.009496246464550495,0.007297398056834936,0.005708639044314623,0.007813344709575176,0.009595946408808231,0.008899507112801075,0.007180636748671532,0.00738789327442646,0.007660535164177418,0.006375781260430813,0.007980936206877232,0.006218671333044767,0.005537782795727253,0.005410488229244947,0.00824705045670271,0.007804566994309425,0.005842356942594051,0.007735440507531166,0.0047256783582270145,0.006460051517933607,0.007469380274415016,0.006905646994709969,0.006378484424203634,0.009742002002894878,0.0063768420368433,0.008414370939135551,0.005486933048814535,0.00496477959677577,0.0052242279052734375,0.005485908128321171,0.006407556124031544,0.006341931875795126,0.006200709380209446,0.005478966981172562,0.005159914493560791,0.005539113190025091,0.0056169298477470875,0.005396808497607708,0.0046484339982271194,0.005161382257938385,0.005284998100250959,0.0032073461916297674,0.005359933245927095,0.003226048778742552,0.004428343381732702,0.004552376456558704,0.0029247114434838295,0.00666623841971159,0.0028670215979218483,0.0023817045148462057,0.008097883313894272,0.001942730974406004,0.0035245560575276613
200008,0.02267572097480297,0.023342326283454895,0.01915871351957321,0.01252867840230465,0.018097953870892525,0.01816740818321705,0.015916097909212112,0.017071353271603584,0.01333803590387106,0.01568075455725193,0.01543502975255251,0.015452316030859947,0.013719366863369942,0.013307577930390835,0.013729851692914963,0.014969822019338608,0.012470552697777748,0.012656029313802719,0.015150250867009163,0.011912813410162926,0.013206565752625465,0.009296334348618984,0.011255579069256783,0.00966794416308403,0.01070178672671318,0.012210789136588573,0.008728982880711555,0.010902361012995243,0.009116614237427711,0.009760405868291855,0.0113005256280303,0.010645769536495209,0.004779106937348843,0.006719206925481558,0.011665184050798416,0.007390487473458052,0.009494357742369175,0.009283289313316345,0.010109862312674522,0.007709401659667492,0.011191152967512608,0.016780495643615723,0.010225603356957436,0.0056526996195316315,0.008146621286869049,0.009972469881176949,0.013218163512647152,0.009449544362723827,0.008351733908057213,0.007475055288523436,0.00352930324152112,0.008915431797504425,0.009490513242781162,0.00854448601603508,0.008137794211506844,0.012188396416604519,0.005498730111867189,0.008005439303815365,0.007905589416623116,0.006438925862312317,0.007845879532396793,0.007571420632302761,0.007758828811347485,0.008261705748736858,0.007994197309017181,0.0074722664430737495,0.0062056840397417545,0.007245673332363367,0.0069344062358140945,0.007765742018818855,0.006901263725012541,0.005720288027077913,0.006116678938269615,0.007318063639104366,0.006633902434259653,0.007099586073309183,0.0061613935977220535,0.00659823277965188,0.005719090811908245,0.006441598292440176,0.004584089852869511,0.00711711123585701,0.006222438532859087,0.012877436354756355,0.006035473197698593,0.008032716810703278,0.008341987617313862,0.00567798363044858,0.004914246033877134,0.005404308438301086,0.005898268427699804,0.004369137808680534,0.005318263079971075,0.004955671727657318,0.004989704117178917,0.005528922658413649,0.00552763557061553,0.005100335460156202,0.005399634130299091,0.005426771007478237,0.005310529842972755,0.006400492507964373,0.005043626297265291,0.002411379013210535,0.003948098048567772,0.003932212945073843,0.0030163098126649857,0.004432613495737314,0.005339337512850761,0.0031288019381463528,0.0023089246824383736,0.001898338901810348,0.003497922560200095
200009,0.022707168012857437,0.022582069039344788,0.01786826364696026,0.011591802351176739,0.01762435771524906,0.016756124794483185,0.021111050620675087,0.01688121259212494,0.01599043421447277,0.01656491681933403,0.016282178461551666,0.01421221625059843,0.01715763844549656,0.01156556699424982,0.011366724967956543,0.01410848181694746,0.00993612315505743,0.012524222023785114,0.01554094348102808,0.012770826928317547,0.007996983826160431,0.007010621950030327,0.01098092831671238,0.010048271156847477,0.011122481897473335,0.012027055956423283,0.007514511700719595,0.007662001997232437,0.009546448476612568,0.0083454055711627,0.012763049453496933,0.008517347276210785,0.008299841545522213,0.00868136528879404,0.0107972277328372,0.010771319270133972,0.009977051056921482,0.009809941053390503,0.010012363083660603,0.008896967396140099,0.01536733377724886,0.008780572563409805,0.009265406057238579,0.009511569514870644,0.00763609679415822,0.0076034353114664555,0.012122104875743389,0.009761575609445572,0.0089065907523036,0.008442960679531097,0.005906304344534874,0.008891739882528782,0.008801119402050972,0.011986385099589825,0.010052770376205444,0.009471752680838108,0.00791870430111885,0.007790936157107353,0.010274752043187618,0.005170091986656189,0.007379587274044752,0.006590218748897314,0.006231114733964205,0.007896782830357552,0.0076375664211809635,0.004912211559712887,0.0067427074536681175,0.007706048898398876,0.007439151406288147,0.008492098189890385,0.005959918722510338,0.006361101288348436,0.0058907754719257355,0.0049967458471655846,0.008953907527029514,0.008207320235669613,0.006881760898977518,0.006951979361474514,0.006674184929579496,0.006461786106228828,0.00520298769697547,0.008755523711442947,0.00620808731764555,0.009330764412879944,0.006945855915546417,0.005791566800326109,0.0048025003634393215,0.006327109877020121,0.006008835043758154,0.005446346942335367,0.005895962938666344,0.004597935359925032,0.005872492678463459,0.00527317775413394,0.004857059568166733,0.005782247520983219,0.005734125152230263,0.0053519937209784985,0.004728563595563173,0.0052200742065906525,0.004557700362056494,0.005324693862348795,0.005454692989587784,0.0032004471868276596,0.00406018877401948,0.003870145883411169,0.002830222714692354,0.004449104890227318,0.006119761615991592,0.0031139471102505922,0.006867768708616495,0.0027932478114962578,0.001272199908271432
200010,0.018000595271587372,0.022616609930992126,0.019284596666693687,0.009882180020213127,0.017952810972929,0.01636860892176628,0.015854839235544205,0.016425075009465218,0.016126124188303947,0.016072016209363937,0.00921639148145914,0.011317110620439053,0.01827806606888771,0.01344201061874628,0.01255820132791996,0.014622393064200878,0.010510789230465889,0.013575611636042595,0.012996072880923748,0.00878549087792635,0.013755613937973976,0.006790057756006718,0.011229991912841797,0.010373245924711227,0.011077436618506908,0.012318102642893791,0.009427358396351337,0.010319812223315239,0.010015792213380337,0.009385599754750729,0.014281544834375381,0.008233131840825081,0.0061087533831596375,0.014768598601222038,0.010717680677771568,0.011078882031142712,0.00818973034620285,0.009617622010409832,0.010078116320073605,0.00855935923755169,0.006363448221236467,0.00981056597083807,0.011736123822629452,0.007110796868801117,0.009116689674556255,0.007459781598299742,0.010114828124642372,0.008698148652911186,0.008358276449143887,0.008820495568215847,0.006294220220297575,0.00784582644701004,0.008103420957922935,0.011030822992324829,0.010409420356154442,0.006555928383022547,0.007560349069535732,0.008097410202026367,0.009205883368849754,0.006015482824295759,0.0063235643319785595,0.007128885481506586,0.011011645197868347,0.006757046561688185,0.008089819923043251,0.005759143270552158,0.006550679914653301,0.00844301376491785,0.007805294822901487,0.007754147052764893,0.006506555248051882,0.00647570937871933,0.007381274364888668,0.005629210267215967,0.00589540833607316,0.007795857265591621,0.006183038465678692,0.007058996707201004,0.00749645521864295,0.006326028145849705,0.00656575383618474,0.007466991897672415,0.007314872462302446,0.01460349839180708,0.006131423637270927,0.007528387475758791,0.011167703196406364,0.005979923531413078,0.005481278523802757,0.005574896931648254,0.006052487995475531,0.005109549034386873,0.0051168398931622505,0.005664770491421223,0.005902438424527645,0.006036832462996244,0.005720122717320919,0.005189197603613138,0.006030458025634289,0.0052433558739721775,0.00448443042114377,0.007143707480281591,0.005698515567928553,0.002899647457525134,0.0035304019693285227,0.0038186898455023766,0.0031398325227200985,0.0028779576532542706,0.005114857107400894,0.003148445161059499,0.007680143229663372,0.0024058872368186712,0.0028849937953054905
