yyyymm,EBM,OPLeverage,ReturnSkew,DelLTI,DelEqu,AnalystRevision,Tax,PctAcc,Price,DolVol,MomSeason06YrPlus,RDS,TotalAccruals,BookLeverage,ChEQ,RD,CoskewACX,REV6,BMdec,ForecastDispersion,BM,zerotrade1M,ResidualMomentum,AbnormalAccruals,AM,Size,NOA,TrendFactor,EntMult,Illiquidity,Mom12m,DelNetFin,CashProd,Mom6m,Accruals,VolSD,ChNWC,Mom12mOffSeason,BetaTailRisk,IndMom,zerotrade6M,ChNNCOA,dNoa,BidAskSpread,CompEquIss,Leverage,Cash,betaVIX,CBOperProf,MomSeason,MaxRet,MeanRankRevGrowth,IdioVol3F,RealizedVol,ChAssetTurnover,RoE,IntMom,zerotrade12M,STreversal,MomOffSeason,GP,IdioVolAHT,LRreversal,InvestPPEInv,AnnouncementReturn,BPEBM,BetaLiquidityPS,Beta,AssetGrowth,CF,EarnSupBig,EarningsStreak,EarningsSurprise,EP,ChTax,ChInv,ChInvIA,DelCOA,CompositeDebtIssuance,DelCOL,DelFINL,HerfBE,Herf,ExclExp,FEPS,EquityDuration,MomSeason11YrPlus,MomSeasonShort,NetDebtPrice,IntanEP,IntanCFP,IntanBM,IndRetBig,IntanSP,Investment,MomOffSeason06YrPlus,InvGrowth,NetEquityFinance,NetPayoutYield,NetDebtFinance,ShareIss1Y,PriceDelayRsq,PctTotAcc,ReturnSkew3F,RevenueSurprise,ShareIss5Y,XFIN,cfp,grcapx,roaq,hire,grcapx3y,std_turn
200001,0.03416690602898598,0.03413429856300354,0.0325414277613163,0.03079456463456154,0.029190396890044212,0.029064340516924858,0.028732070699334145,0.027231046929955482,0.026406852528452873,0.02587983012199402,0.023800557479262352,0.023710381239652634,0.023679152131080627,0.02338077872991562,0.023364802822470665,0.02251691371202469,0.022419406101107597,0.021626118570566177,0.021499406546354294,0.021248498931527138,0.020403461530804634,0.020366204902529716,0.02014550194144249,0.019595883786678314,0.019319552928209305,0.018908068537712097,0.01653970591723919,0.016218991950154305,0.015132930129766464,0.01504964753985405,0.014380281791090965,0.013143029063940048,0.013118365779519081,0.012860101647675037,0.012778667733073235,0.012594315223395824,0.012344718910753727,0.011510892771184444,0.011382711119949818,0.0113334059715271,0.011067726649343967,0.009697620756924152,0.009593574330210686,0.00949271023273468,0.009351293556392193,0.008985965512692928,0.008257518522441387,0.008032429032027721,0.007789851166307926,0.00752985430881381,0.007336930837482214,0.007171003147959709,0.006865713279694319,0.006521191913634539,0.0061799222603440285,0.005229403264820576,0.005044593010097742,0.004939626436680555,0.00491690170019865,0.004792258609086275,0.0039017475210130215,0.0038917935453355312,0.0038063391111791134,0.0036013033241033554,0.0034884740598499775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200002,0.013928137719631195,0.015378274023532867,0.025635257363319397,0.0,0.02309626340866089,0.022590627893805504,0.023542122915387154,0.0,0.017076123505830765,0.013854985125362873,0.021108929067850113,0.004043142311275005,0.02607203833758831,0.01674254983663559,0.022551268339157104,0.020056696608662605,0.023558182641863823,0.0,0.01949135959148407,0.0,0.018248680979013443,0.022288165986537933,0.0056775715202093124,0.01582285389304161,0.02071063220500946,0.014812609180808067,0.0,0.016898036003112793,0.01881253719329834,0.01762254908680916,0.015219401568174362,0.0,0.018696529790759087,0.011985797435045242,0.015284967608749866,0.010694547556340694,0.011871515773236752,0.01236027292907238,0.02358008362352848,0.01525052823126316,0.010637984611093998,0.024370457977056503,0.01672680303454399,0.01037515513598919,0.009418830275535583,0.012098247185349464,0.007668561767786741,0.017288347706198692,0.006310894154012203,0.011959467083215714,0.004562183748930693,0.009048671461641788,0.010681161656975746,0.008648824878036976,0.006579638924449682,0.01158574316650629,0.007282990030944347,0.007510344032198191,0.00616876594722271,0.0048717595636844635,0.0,0.00612263847142458,0.0,0.007948791608214378,0.0038440192583948374,0.0,0.0,0.0,0.015509802848100662,0.002909432863816619,0.0,0.0,0.0,0.0,0.005031517706811428,0.0,0.0254536010324955,0.0,0.015896331518888474,0.022072812542319298,0.0,0.0,0.0,0.0,0.026636242866516113,0.01709011010825634,0.004292020108550787,0.019155194982886314,0.0,0.002601012121886015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003718270920217037,0.0,0.017648646607995033,0.0,0.0,0.0,0.0,0.0,0.0,0.005711476784199476,0.0,0.0,0.0
200003,0.02694246917963028,0.0,0.0,0.017817575484514236,0.024027768522500992,0.0,0.025654135271906853,0.012656277045607567,0.017864998430013657,0.02248052880167961,0.018828924745321274,0.023568876087665558,0.02381400763988495,0.023319877684116364,0.018116917461156845,0.028676403686404228,0.02325543761253357,0.0,0.014662445522844791,0.020953934639692307,0.01858384534716606,0.019563479349017143,0.01845957338809967,0.016766199842095375,0.016744893044233322,0.021285733208060265,0.0028922846540808678,0.011147093959152699,0.016770537942647934,0.017515668645501137,0.014915753155946732,0.02168087475001812,0.015369127504527569,0.011047729291021824,0.0,0.008203759789466858,0.009193324483931065,0.012550514191389084,0.026651229709386826,0.0,0.019436685368418694,0.023754840716719627,0.011283530853688717,0.0026760499458760023,0.01029128022491932,0.011014384217560291,0.008411772549152374,0.00961553119122982,0.006595590617507696,0.009765361435711384,0.0031113740988075733,0.006917152553796768,0.009246024303138256,0.0066873785108327866,0.004767068196088076,0.00600865762680769,0.0,0.014840446412563324,0.004611229058355093,0.007894594222307205,0.0025848799850791693,0.00689235283061862,0.025608891621232033,0.0027703982777893543,0.00360319041647017,0.0,0.0,0.0,0.0038730583619326353,0.01074185036122799,0.0,0.0,0.0,0.0,0.0,0.023089824244379997,0.0,0.0,0.0,0.014902608469128609,0.0,0.026808883994817734,0.028724435716867447,0.0,0.0,0.0,0.0,0.020002497360110283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024650033563375473,0.0,0.0,0.0,0.006835943087935448,0.0,0.0,0.0
200004,0.0184099730104208,0.0,0.0021426419261842966,0.01945834793150425,0.0193179938942194,0.012007541954517365,0.02336292900145054,0.020210465416312218,0.01819644495844841,0.010309197008609772,0.019411122426390648,0.01655675284564495,0.020877666771411896,0.0,0.018879178911447525,0.015594215132296085,0.02018025889992714,0.024830110371112823,0.015395024791359901,0.022822272032499313,0.0162346214056015,0.01817854307591915,0.009188880212605,0.019702274352312088,0.0173080712556839,0.021491706371307373,0.01331378798931837,0.00887957215309143,0.010614754632115364,0.014020731672644615,0.014677971601486206,0.026377487927675247,0.017903300002217293,0.013522488996386528,0.0,0.007561495061963797,0.010682931169867516,0.016134042292833328,0.025290679186582565,0.020055703818798065,0.025151735171675682,0.01719595678150654,0.012373056262731552,0.00450059212744236,0.010208998806774616,0.013898049481213093,0.009346403181552887,0.0065467157401144505,0.005344368051737547,0.015912232920527458,0.004425431601703167,0.007997551932930946,0.009143189527094364,0.006864490918815136,0.00333416392095387,0.011838139034807682,0.015642626211047173,0.0,0.005096228327602148,0.004224672913551331,0.0,0.015988612547516823,0.023144952952861786,0.002782762050628662,0.0,0.0,0.0,0.0,0.010759208351373672,0.011773510836064816,0.0,0.0,0.0,0.0,0.003747181035578251,0.0,0.0,0.0,0.01738162524998188,0.019790055230259895,0.0,0.016398774459958076,0.0,0.01783437281847,0.019626783207058907,0.0,0.0,0.02086750417947769,0.0,0.0,0.0,0.0,0.0,0.004138094838708639,0.0,0.0,0.003220123006030917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004400755278766155,0.0,0.0,0.0
200005,0.02383149415254593,0.0,0.0,0.0,0.0,0.018228763714432716,0.019525079056620598,0.0,0.014088904485106468,0.009687656536698341,0.02153553068637848,0.0034881820902228355,0.0,0.02516809105873108,0.024510458111763,0.016084127128124237,0.02043944224715233,0.0,0.020243022590875626,0.03021322190761566,0.01658148691058159,0.018676847219467163,0.018090711906552315,0.018086271360516548,0.01785167120397091,0.0067755077034235,0.018718795850872993,0.012606210075318813,0.020577488467097282,0.012663904577493668,0.014842085540294647,0.03541719913482666,0.017851121723651886,0.01126562338322401,0.007822568528354168,0.009258302859961987,0.014245591126382351,0.013483083806931973,0.03550439327955246,0.02046671323478222,0.017944511026144028,0.01765494979918003,0.01706267148256302,0.007457491010427475,0.011842106468975544,0.01482994295656681,0.009499133564531803,0.007614506408572197,0.008038874715566635,0.008048126474022865,0.0060918573290109634,0.006163284182548523,0.011196574196219444,0.01380943413823843,0.005007354076951742,0.008415068499743938,0.008741619065403938,0.006183772347867489,0.005684361793100834,0.004982407204806805,0.0,0.01221552211791277,0.003628595732152462,0.0067993286065757275,0.0,0.030141623690724373,0.0,0.0036949459463357925,0.005269147455692291,0.007590809836983681,0.0,0.0,0.0,0.0,0.0,0.0,0.031153324991464615,0.0,0.0,0.024105830118060112,0.0,0.0,0.0,0.002631413284689188,0.010603073053061962,0.0,0.0,0.01999082788825035,0.0,0.0,0.0,0.0,0.0,0.009216315113008022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029731128364801407,0.007369108498096466,0.0,0.0,0.004592173732817173,0.0,0.0,0.007169208023697138,0.0,0.0,0.0
200006,0.031207764521241188,0.0,0.0,0.003894766326993704,0.018695078790187836,0.008199331350624561,0.02164100855588913,0.01603853516280651,0.01006766315549612,0.009005092084407806,0.01958395726978779,0.011686542071402073,0.016818037256598473,0.02831949293613434,0.022265775129199028,0.007104561198502779,0.01747002825140953,0.0,0.016255810856819153,0.0,0.023451944813132286,0.020001022145152092,0.0200735442340374,0.01680700294673443,0.018270844593644142,0.007680931594222784,0.014937637373805046,0.014149988070130348,0.016299787908792496,0.009860851801931858,0.016239359974861145,0.0,0.0,0.011487990617752075,0.0,0.010012829676270485,0.014641634188592434,0.014118519611656666,0.034536685794591904,0.016091011464595795,0.021473342552781105,0.02925497107207775,0.014747906476259232,0.010978195816278458,0.008029899559915066,0.012879918329417706,0.009650660678744316,0.005675853695720434,0.00781771820038557,0.015073269605636597,0.00552412262186408,0.008518082089722157,0.01268039084970951,0.014821669086813927,0.0,0.007171574514359236,0.012290693819522858,0.007064345758408308,0.006356716621667147,0.005161102861166,0.005055099725723267,0.011448516510426998,0.0,0.004627176560461521,0.005468984600156546,0.0,0.0,0.0,0.005262418650090694,0.014704378321766853,0.0,0.0,0.0,0.0,0.0,0.0,0.035445667803287506,0.0,0.026542246341705322,0.02185659110546112,0.0,0.0,0.026921723037958145,0.0,0.008331883698701859,0.0,0.0,0.011960833333432674,0.0,0.0,0.003978431224822998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0281580351293087,0.0,0.02995344065129757,0.0,0.008199112489819527,0.0,0.0,0.0
200007,0.01826567016541958,0.0,0.009739784523844719,0.023110277950763702,0.009254257194697857,0.004457017872482538,0.02327044866979122,0.03998837620019913,0.00986258964985609,0.008418204262852669,0.02377248927950859,0.00490956474095583,0.012119604274630547,0.02102039009332657,0.021772664040327072,0.050006307661533356,0.0,0.023441553115844727,0.02682388201355934,0.0,0.017417971044778824,0.025724133476614952,0.026709241792559624,0.02555204927921295,0.01365299429744482,0.006423974875360727,0.0,0.012543434277176857,0.005422377027571201,0.010567870922386646,0.014380979351699352,0.0,0.018256112933158875,0.01147223450243473,0.007841374725103378,0.008053903467953205,0.013656608760356903,0.013847674243152142,0.03093922883272171,0.005262888967990875,0.0139975156635046,0.02253810316324234,0.00949124526232481,0.007972592487931252,0.009700029157102108,0.012002997100353241,0.00932661909610033,0.004771330859512091,0.007806540932506323,0.008460045792162418,0.00855658296495676,0.006902885157614946,0.011590634472668171,0.015612278133630753,0.0071311332285404205,0.011984196491539478,0.0043146973475813866,0.00713077187538147,0.00612635025754571,0.005337143316864967,0.005934170912951231,0.017899204045534134,0.003562702564522624,0.003794053103774786,0.0030658296309411526,0.0,0.0,0.0,0.01191522367298603,0.006360610481351614,0.0,0.0,0.0,0.007270505651831627,0.0,0.0,0.02655871771275997,0.0,0.0,0.024841168895363808,0.0,0.0,0.0,0.0,0.011145234107971191,0.0,0.007701280992478132,0.005423426162451506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009672682732343674,0.0,0.016218233853578568,0.0,0.0,0.0,0.0,0.035559214651584625,0.003375946544110775,0.003907091915607452,0.0,0.007082900498062372,0.0,0.0,0.0
200008,0.026407655328512192,0.0,0.0046644313260912895,0.0061254496686160564,0.0034584521781653166,0.0,0.0167386531829834,0.01364787109196186,0.009830234572291374,0.009055200032889843,0.023646144196391106,0.004856771789491177,0.02685984969139099,0.0,0.017371777445077896,0.016364626586437225,0.022702325135469437,0.016729675233364105,0.023857971653342247,0.028146766126155853,0.020331168547272682,0.02197386883199215,0.02520703710615635,0.0,0.014950857497751713,0.007533866912126541,0.018380386754870415,0.012946708127856255,0.026160702109336853,0.010655914433300495,0.015293789096176624,0.0,0.020979993045330048,0.012630093842744827,0.012896547093987465,0.008754247799515724,0.014003831893205643,0.01411130279302597,0.03299899399280548,0.01184619590640068,0.0206360574811697,0.024773817509412766,0.017158012837171555,0.009645421989262104,0.013434553518891335,0.010208343155682087,0.009352564811706543,0.0045909518375992775,0.00811584573239088,0.012393530458211899,0.011148910038173199,0.010037953965365887,0.013613643124699593,0.015667233616113663,0.008385944180190563,0.011106733232736588,0.005915699061006308,0.007267160341143608,0.0052411723881959915,0.005845624953508377,0.004314330872148275,0.012981186620891094,0.0,0.0,0.005444616079330444,0.0,0.0,0.0,0.007977940142154694,0.007998994551599026,0.0,0.004918248858302832,0.0,0.0,0.0064477743580937386,0.0,0.03004535660147667,0.0,0.0,0.0,0.0,0.0,0.0,0.0435626246035099,0.009713735431432724,0.0,0.0,0.00505228852853179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005346809513866901,0.0,0.0,0.0,0.013966361992061138,0.0,0.0,0.009264404885470867,0.0,0.019110431894659996,0.003601417876780033,0.0,0.0,0.008237126283347607,0.005357771646231413,0.0,0.0
200009,0.027310382574796677,0.0,0.010702009312808514,0.0,0.007536763325333595,0.015552008524537086,0.025426607578992844,0.0,0.013415984809398651,0.007847093045711517,0.022483903914690018,0.0,0.027336277067661285,0.02240728959441185,0.02108796499669552,0.0,0.017333943396806717,0.018402695655822754,0.025015154853463173,0.027092374861240387,0.01904521882534027,0.021578771993517876,0.02758115530014038,0.0,0.015896981582045555,0.007977631874382496,0.01768355257809162,0.013864362612366676,0.024813897907733917,0.008594200946390629,0.014126911759376526,0.0,0.02265317179262638,0.011985578574240208,0.013614163734018803,0.008876918815076351,0.014230664819478989,0.01195697020739317,0.029573721811175346,0.017529983073472977,0.020423932000994682,0.02909494750201702,0.014614047482609749,0.008317098952829838,0.009558630175888538,0.014480117708444595,0.009204794652760029,0.006241536233574152,0.00718877837061882,0.00951317697763443,0.010707318782806396,0.006962915882468224,0.012893324717879295,0.014577241614460945,0.0,0.014172661118209362,0.006387691013514996,0.007911198772490025,0.0067872097715735435,0.004444451536983252,0.014844423159956932,0.010875241830945015,0.0,0.0048152790404856205,0.003673194907605648,0.0,0.013325948268175125,0.0,0.004639454185962677,0.010048906318843365,0.0,0.0,0.0,0.0,0.00421601627022028,0.004344789776951075,0.029539458453655243,0.0,0.025147460401058197,0.0,0.0,0.0,0.008246099576354027,0.0,0.0,0.0,0.0,0.007109286729246378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01815909892320633,0.0,0.0,0.013338185846805573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003050584578886628,0.0,0.0,0.008100560866296291,0.012510611675679684,0.0,0.0
200010,0.019052881747484207,0.0,0.004961147904396057,0.0,0.022514957934617996,0.0,0.015133889392018318,0.027971524745225906,0.015986213460564613,0.010229911655187607,0.017782432958483696,0.0038544770795851946,0.01977676711976528,0.027015915140509605,0.022059183567762375,0.0,0.02085047774016857,0.0,0.03724711388349533,0.0,0.021296922117471695,0.0190920140594244,0.029103031381964684,0.0,0.017110278829932213,0.011911524459719658,0.0,0.011937904171645641,0.02507399022579193,0.013399898074567318,0.016650710254907608,0.0,0.0168674997985363,0.01205360982567072,0.01629311591386795,0.008622154593467712,0.01588805392384529,0.014859306626021862,0.028926096856594086,0.018892377614974976,0.01904391497373581,0.021878499537706375,0.01567174680531025,0.008386054076254368,0.012105871923267841,0.013097877614200115,0.010326880030333996,0.0041492111049592495,0.007495982106775045,0.00738016702234745,0.011002792045474052,0.009601138532161713,0.012578408233821392,0.01580800674855709,0.008056270889937878,0.015489248558878899,0.004511693958193064,0.0062477183528244495,0.005716387648135424,0.005000879056751728,0.0033417576923966408,0.01907164603471756,0.0,0.007421171758323908,0.0032935950439423323,0.019688231870532036,0.0,0.008419055491685867,0.005522869993001223,0.0,0.0,0.0,0.0,0.005833128932863474,0.004595625679939985,0.0,0.03022323176264763,0.0,0.023388683795928955,0.0224356297403574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006632308010011911,0.0,0.0,0.0,0.0,0.0,0.012287002988159657,0.0,0.01842236891388893,0.0033571452368050814,0.0034244158305227757,0.010853530839085579,0.0,0.0,0.0,0.011865516193211079,0.0,0.0,0.0,0.003958940040320158,0.0,0.0,0.0,0.0,0.0,0.0
