yyyymm,DelLTI,BMdec,Size,MeanRankRevGrowth,CompEquIss,DelCOA,DelFINL,Price,STreversal,DelNetFin,Tax,Accruals,BM,AnalystRevision,NetDebtFinance,ResidualMomentum,DolVol,Illiquidity,ChEQ,RevenueSurprise,BidAskSpread,RD,HerfBE,cfp,ShareIss5Y,MomOffSeason06YrPlus,PriceDelayRsq,ChInvIA,ChAssetTurnover,Mom6m,BPEBM,Mom12mOffSeason,RDS,dNoa,Mom12m,grcapx3y,IndRetBig,DelEqu,TotalAccruals,AssetGrowth,MomSeason11YrPlus,AM,AbnormalAccruals,Leverage,CF,ReturnSkew,IdioVolAHT,OPLeverage,RealizedVol,ChNWC,MaxRet,hire,PctTotAcc,PctAcc,zerotrade1M,DelCOL,LRreversal,ChNNCOA,zerotrade12M,IntanSP,IdioVol3F,BetaTailRisk,VolSD,NetDebtPrice,Cash,BetaLiquidityPS,zerotrade6M,MomSeason06YrPlus,ChTax,InvGrowth,std_turn,EBM,BookLeverage,XFIN,MomSeasonShort,CompositeDebtIssuance,Beta,CoskewACX,NetEquityFinance,ReturnSkew3F,grcapx,CBOperProf,Herf,CashProd,EquityDuration,GP,ExclExp,roaq,EarningsSurprise,betaVIX,RoE,NOA,IntMom,AnnouncementReturn,ShareIss1Y,TrendFactor,MomSeason,IndMom,ChInv,InvestPPEInv,EarnSupBig,FEPS,MomOffSeason,EntMult,EP,IntanCFP,EarningsStreak,IntanEP,Investment,NetPayoutYield,REV6,IntanBM,ForecastDispersion
200001,0.023384736850857735,0.022045543417334557,0.02199043706059456,0.019543161615729332,0.017988981679081917,0.01743047498166561,0.017090868204832077,0.016689548268914223,0.016247935593128204,0.015362190082669258,0.015317288227379322,0.014672712422907352,0.013836072757840157,0.013608572073280811,0.013534055091440678,0.013522392138838768,0.012917887419462204,0.012380407191812992,0.011840317398309708,0.01178391557186842,0.011498468928039074,0.011475360952317715,0.011404452845454216,0.01116560772061348,0.01111969817429781,0.010979906655848026,0.010956359095871449,0.010862362571060658,0.010803553275763988,0.010697966441512108,0.010487242601811886,0.010386980138719082,0.010315108112990856,0.00993346981704235,0.009858797304332256,0.009447213262319565,0.009418481029570103,0.009300844743847847,0.009111929684877396,0.009101703763008118,0.009097415953874588,0.009042889811098576,0.009009593166410923,0.00899423286318779,0.008959703147411346,0.008667034097015858,0.008656186051666737,0.00853788573294878,0.008507766760885715,0.008483721874654293,0.008457685820758343,0.008423419669270515,0.008344230242073536,0.008343715220689774,0.00810222513973713,0.008100680075585842,0.007971839047968388,0.007927719503641129,0.007779710926115513,0.007644021417945623,0.007640724536031485,0.007618844974786043,0.007562372833490372,0.007559061981737614,0.0074468739330768585,0.00743479561060667,0.007302132900804281,0.007175653241574764,0.00708816247060895,0.007009655702859163,0.006965224165469408,0.0069526066072285175,0.006887275725603104,0.006849505472928286,0.006663157604634762,0.006648083217442036,0.0065988777205348015,0.0065277027897536755,0.0064664483070373535,0.006457359995692968,0.00641091400757432,0.006308380048722029,0.006298868916928768,0.006258785724639893,0.006246970500797033,0.006113811396062374,0.005950291641056538,0.005788464564830065,0.005732458084821701,0.005681478884071112,0.005661640781909227,0.005655777640640736,0.00557442381978035,0.005550334230065346,0.00536384480074048,0.005351608619093895,0.005262010730803013,0.005060714669525623,0.004796150606125593,0.00474564591422677,0.004732797853648663,0.004611101932823658,0.004542360082268715,0.004510488361120224,0.004349934868514538,0.004228569101542234,0.004183690994977951,0.0034171787556260824,0.0030417623929679394,0.0028433974366635084,0.0026559303514659405,0.002202866366133094,0.0014482098631560802
200002,0.021723613142967224,0.015609939582645893,0.022970080375671387,0.01607559435069561,0.016867466270923615,0.02160279080271721,0.018372993916273117,0.016838062554597855,0.016213679686188698,0.010172945447266102,0.01718776300549507,0.022993257269263268,0.01189966406673193,0.012829638086259365,0.007157668936997652,0.011888112872838974,0.013027435168623924,0.012457426637411118,0.01045731920748949,0.00914730690419674,0.011508983559906483,0.010005403310060501,0.006931768264621496,0.010144663974642754,0.014089925214648247,0.014851212501525879,0.010670740157365799,0.00782883819192648,0.006726499181240797,0.009705659933388233,0.009289066307246685,0.010283762589097023,0.011284778825938702,0.01084095612168312,0.009714302606880665,0.009026527404785156,0.0097203329205513,0.014283757656812668,0.009102369658648968,0.0093458853662014,0.01234442088752985,0.008943337015807629,0.008486008271574974,0.009115375578403473,0.009291445836424828,0.00836123339831829,0.008343547582626343,0.011409291066229343,0.008768732659518719,0.005541177466511726,0.0077605945989489555,0.007872610352933407,0.01350284181535244,0.0073103406466543674,0.007868757471442223,0.006578102707862854,0.0067842272110283375,0.005688057746738195,0.005806765053421259,0.008414377458393574,0.0075163389556109905,0.007072717882692814,0.009405539371073246,0.007451340090483427,0.007104711141437292,0.006923091597855091,0.007609193213284016,0.009967715479433537,0.007498494349420071,0.009647956117987633,0.00615030899643898,0.007449290715157986,0.005912816617637873,0.006976152304559946,0.0059082359075546265,0.00620988616719842,0.005575073417276144,0.006010465789586306,0.008495042100548744,0.0065010362304747105,0.006611317861825228,0.00696583604440093,0.00697984779253602,0.007855985313653946,0.0055579193867743015,0.0073709688149392605,0.007195842452347279,0.005960505921393633,0.0067641534842550755,0.00494395662099123,0.004856524057686329,0.006277584936469793,0.005066877696663141,0.0056787761859595776,0.006087785121053457,0.004941748920828104,0.0055937934666872025,0.00479552149772644,0.008211581967771053,0.004709294531494379,0.0042983717285096645,0.004209209233522415,0.005243128631263971,0.004749817308038473,0.0033172538969665766,0.003072453662753105,0.0035572575870901346,0.002728013088926673,0.008377430960536003,0.0059736184775829315,0.0030120888259261847,0.003468620590865612,0.0011420582886785269
200003,0.02106073871254921,0.01985914446413517,0.022288132458925247,0.012086393311619759,0.01705366186797619,0.019296860322356224,0.014550928957760334,0.016985975205898285,0.01602260395884514,0.012115254066884518,0.017120836302638054,0.01963522471487522,0.01314087025821209,0.015056170523166656,0.011044628918170929,0.014380942098796368,0.01444243174046278,0.013300969265401363,0.009172709658741951,0.010119423270225525,0.011260217987000942,0.011232837103307247,0.008222335949540138,0.009365995414555073,0.011882559396326542,0.01124347373843193,0.010439104400575161,0.0075317732989788055,0.006768018938601017,0.009218419902026653,0.011922194622457027,0.011421211063861847,0.01083768717944622,0.014891965314745903,0.009973608888685703,0.005435384809970856,0.009605403058230877,0.012955930083990097,0.007750154472887516,0.009768652729690075,0.013033133931457996,0.007705129683017731,0.0072697605937719345,0.009142246097326279,0.008281484246253967,0.008204959332942963,0.009147523902356625,0.010214507579803467,0.00880368985235691,0.012224676087498665,0.008372923359274864,0.010977517813444138,0.010514120571315289,0.006916271056979895,0.009123150259256363,0.006021519657224417,0.0061396448872983456,0.008849253877997398,0.006556815933436155,0.008072725497186184,0.007933099754154682,0.004215954337269068,0.008470895700156689,0.0074265799485147,0.007916225120425224,0.0088981743901968,0.007965166121721268,0.006441716570407152,0.0056602503173053265,0.0056952256709337234,0.005916857160627842,0.007189454510807991,0.008227167651057243,0.007363410666584969,0.006387562490999699,0.012917867861688137,0.005818519741296768,0.005805033724755049,0.006750170141458511,0.006846224423497915,0.005802968982607126,0.005471459124237299,0.005423808004707098,0.007649699226021767,0.004826607648283243,0.008838929235935211,0.007837045937776566,0.0061714183539152145,0.005744564812630415,0.004932261537760496,0.005238128360360861,0.004770086612552404,0.005235887598246336,0.005670283455401659,0.00563297513872385,0.005277800373733044,0.0053676823154091835,0.0053321598097682,0.00789849553257227,0.00686127133667469,0.005495036952197552,0.0047049252316355705,0.004637840203940868,0.004617573693394661,0.0033415306825190783,0.0030572572723031044,0.0037097958847880363,0.005721057299524546,0.0013311320217326283,0.003159882966428995,0.002960854209959507,0.002870192751288414,0.004531870596110821
200004,0.02358092926442623,0.019426044076681137,0.023357564583420753,0.012933371588587761,0.01571754552423954,0.020595885813236237,0.013243082910776138,0.016499372199177742,0.01649933122098446,0.016358347609639168,0.016327043995261192,0.01625988632440567,0.014708624221384525,0.013313774950802326,0.008876807056367397,0.01349788997322321,0.013720540329813957,0.011957868933677673,0.011828795075416565,0.009309602901339531,0.011547685600817204,0.011266808956861496,0.009206169284880161,0.010191475972533226,0.014771707355976105,0.009667773731052876,0.010752192698419094,0.006723604165017605,0.007031499408185482,0.010028761811554432,0.0101648373529315,0.010997519828379154,0.009502275846898556,0.013900486752390862,0.009502369910478592,0.009177975356578827,0.009656521491706371,0.0177052803337574,0.007998475804924965,0.009220603853464127,0.008031516335904598,0.00925737526267767,0.008952646516263485,0.008802399039268494,0.009338825941085815,0.007296273019164801,0.008652998134493828,0.010928686708211899,0.008749912492930889,0.010474247857928276,0.008087734691798687,0.008183995261788368,0.010253915563225746,0.005666131619364023,0.008196121081709862,0.005543492268770933,0.0066480087116360664,0.00860679242759943,0.005827545188367367,0.00737607991322875,0.007964051328599453,0.009772079065442085,0.006867214571684599,0.00786732416599989,0.00797360111027956,0.007190253119915724,0.008793887682259083,0.006423324346542358,0.006244102492928505,0.006017242558300495,0.007129862904548645,0.00860784761607647,0.005808837246149778,0.007571262773126364,0.006212906911969185,0.010104797780513763,0.005578527692705393,0.006200681906193495,0.006682353559881449,0.005443353205919266,0.005804409272968769,0.0059637390077114105,0.00530735170468688,0.008269079029560089,0.0068940091878175735,0.008953751064836979,0.007258026860654354,0.0058893063105642796,0.005546210799366236,0.004859310109168291,0.005745248403400183,0.005977798253297806,0.005344925448298454,0.005599750205874443,0.006131995469331741,0.005290010012686253,0.005645627621561289,0.005510169547051191,0.006683518644422293,0.00473065348342061,0.0058986833319067955,0.004873904399573803,0.0054772160947322845,0.0052626896649599075,0.0031179161742329597,0.003369584446772933,0.003775100689381361,0.003992671612650156,0.005111760925501585,0.00519135408103466,0.0030347539577633142,0.001934658968821168,0.0012002885341644287
200005,0.023151615634560585,0.018833952024579048,0.022555185481905937,0.009583213366568089,0.017414962872862816,0.015268473885953426,0.014256455935537815,0.017279287800192833,0.016577355563640594,0.012946934439241886,0.015957755967974663,0.012561308220028877,0.012257998809218407,0.0126411784440279,0.012985873967409134,0.015864936634898186,0.014292311854660511,0.01252811960875988,0.010374593548476696,0.009142670780420303,0.011234935373067856,0.01078784093260765,0.00954123493283987,0.008944431319832802,0.010004418902099133,0.011195346713066101,0.012077370658516884,0.008121647872030735,0.007011078763753176,0.00924674328416586,0.010855709202587605,0.009735053405165672,0.012087817303836346,0.010015555657446384,0.009211922064423561,0.006161617115139961,0.009160573594272137,0.016038483008742332,0.006803662981837988,0.012864796444773674,0.01815897785127163,0.010189318098127842,0.007913145236670971,0.008534989319741726,0.00918343011289835,0.007625119760632515,0.009331568144261837,0.009179470129311085,0.00899929367005825,0.014227326959371567,0.008312229998409748,0.010204740799963474,0.00980093702673912,0.0062634628266096115,0.008565403521060944,0.00947972945868969,0.007580747827887535,0.008925141766667366,0.006318546831607819,0.00770600838586688,0.008406588807702065,0.009032721631228924,0.008399832993745804,0.007486151531338692,0.007584844715893269,0.007292119320482016,0.007863213308155537,0.0045862761326134205,0.007111459970474243,0.005229113157838583,0.0066435434855520725,0.008439673110842705,0.006699817720800638,0.007011184003204107,0.006374359596520662,0.009276273660361767,0.007649045437574387,0.00632678484544158,0.007144250441342592,0.006608926225453615,0.002398383803665638,0.004877465311437845,0.005464878398925066,0.00782638881355524,0.00542188948020339,0.008355612866580486,0.009483866393566132,0.005921063479036093,0.005683855153620243,0.004517502151429653,0.004451105836778879,0.006046959664672613,0.004953494295477867,0.0055427225306630135,0.005536155309528112,0.005367492791265249,0.005540390498936176,0.00502200610935688,0.005619895178824663,0.004706872161477804,0.004751634784042835,0.003438811982050538,0.005452732555568218,0.0053461771458387375,0.003472334472462535,0.003339969553053379,0.003950466401875019,0.004004068672657013,0.008754275739192963,0.00406593456864357,0.002446141093969345,0.0073029715567827225,0.0016962384106591344
200006,0.024954920634627342,0.019292008131742477,0.0226878821849823,0.012895685620605946,0.018130145967006683,0.018116792663931847,0.014007442630827427,0.01722876913845539,0.017088601365685463,0.014997917227447033,0.015169662423431873,0.015898434445261955,0.014978964813053608,0.013264866545796394,0.008605528622865677,0.01569744013249874,0.014271422289311886,0.013383290730416775,0.010762248188257217,0.011560744605958462,0.011372383683919907,0.011400106362998486,0.010564824566245079,0.00887566339224577,0.0033738354686647654,0.01150788925588131,0.011698136106133461,0.007469574920833111,0.008658617734909058,0.009018919430673122,0.010387314483523369,0.010847368277609348,0.0059191458858549595,0.012294989079236984,0.009327396750450134,0.008206920698285103,0.009857317432761192,0.011353414505720139,0.008360018953680992,0.008556794375181198,0.014515952207148075,0.008785118348896503,0.00778203597292304,0.00864426139742136,0.00916518084704876,0.008212259970605373,0.008619097992777824,0.01071728952229023,0.00890256930142641,0.010628449730575085,0.008116311393678188,0.00880848802626133,0.008135681971907616,0.009897896088659763,0.009033572860062122,0.006962272338569164,0.006493175867944956,0.013767612166702747,0.007033821661025286,0.006928638555109501,0.008327401243150234,0.006781513337045908,0.008446067571640015,0.008470135740935802,0.006966638844460249,0.007179972715675831,0.008567526936531067,0.005018493160605431,0.007327279541641474,0.006212368607521057,0.006531853228807449,0.007946988567709923,0.005188641604036093,0.006920090410858393,0.006102379877120256,0.00933204684406519,0.007308791857212782,0.006340816151350737,0.00837613083422184,0.006656663492321968,0.0043576909229159355,0.005073916167020798,0.004673622082918882,0.006864325609058142,0.006490505766123533,0.004353114869445562,0.008767361752688885,0.00682805385440588,0.004918405786156654,0.00445000734180212,0.004765809513628483,0.006076048128306866,0.005646414589136839,0.005591758992522955,0.005673618987202644,0.005664658732712269,0.006407126318663359,0.0059485649690032005,0.008251647464931011,0.00621383311226964,0.0054764351807534695,0.0025875947903841734,0.004803537856787443,0.005132421851158142,0.003088146448135376,0.0032958965748548508,0.00422914233058691,0.003076291875913739,0.005185857880860567,0.00565236946567893,0.003119023283943534,0.008846193552017212,0.0012957596918568015
200007,0.02488750033080578,0.016388650983572006,0.02343136817216873,0.016659114509820938,0.01831231825053692,0.016803666949272156,0.011662784032523632,0.01702791266143322,0.01749720796942711,0.01716596633195877,0.015437263064086437,0.017028968781232834,0.013902189210057259,0.014127868227660656,0.008866272866725922,0.01694992557168007,0.014494656585156918,0.012324478477239609,0.008527086116373539,0.006689177826046944,0.010681100189685822,0.01175003219395876,0.011185348965227604,0.01001994963735342,0.008209343999624252,0.015121827833354473,0.011440953239798546,0.0069191535003483295,0.009520882740616798,0.0096270851790905,0.011583110317587852,0.00922597199678421,0.006428893189877272,0.01112758181989193,0.009942539967596531,0.010256275534629822,0.009621714241802692,0.014307212084531784,0.006887488532811403,0.009092104621231556,0.01048799604177475,0.00901514571160078,0.00864053051918745,0.008929199539124966,0.008216756395995617,0.010174077935516834,0.008887018077075481,0.010172120295464993,0.0092177027836442,0.010495596565306187,0.008208616636693478,0.007835357449948788,0.007212338037788868,0.005851794499903917,0.008204257115721703,0.004684487823396921,0.007673766929656267,0.004852759186178446,0.005881072953343391,0.008429179899394512,0.00815231166779995,0.006564576178789139,0.007418270222842693,0.007732667960226536,0.007158821914345026,0.007787604350596666,0.007717966567724943,0.010492011904716492,0.006461228709667921,0.005102045368403196,0.006675051990896463,0.00882362574338913,0.008129949681460857,0.00736801465973258,0.0062226238660514355,0.009485673159360886,0.006452970672398806,0.006069993134588003,0.00735232001170516,0.006001834757626057,0.0064663756638765335,0.007490545976907015,0.006304414011538029,0.006015694700181484,0.006851397920399904,0.007899612188339233,0.008536149747669697,0.006221277639269829,0.005033696535974741,0.005776430945843458,0.005305893253535032,0.006001644767820835,0.005330214276909828,0.005528885405510664,0.006384599022567272,0.0057195876725018024,0.005664383061230183,0.005432202946394682,0.0034996222238987684,0.00529650691896677,0.004902027081698179,0.004022903740406036,0.005429892335087061,0.005204345565289259,0.002932493109256029,0.0029925068374723196,0.0045941597782075405,0.00320999207906425,0.007856804877519608,0.008978722617030144,0.002411997178569436,0.0019460335606709123,0.0033866981975734234
200008,0.022585008293390274,0.019415991380810738,0.022750288248062134,0.012253348715603352,0.01823621429502964,0.014845870435237885,0.014101321808993816,0.017777398228645325,0.01694733276963234,0.01416708528995514,0.015924951061606407,0.013517959974706173,0.014577604830265045,0.013870999217033386,0.009492995217442513,0.014981434680521488,0.01518730353564024,0.012778007425367832,0.011946797370910645,0.0054515632800757885,0.011030743829905987,0.011256659403443336,0.008393333293497562,0.009377208538353443,0.012694253586232662,0.012667910195887089,0.012300800532102585,0.008215336129069328,0.008582981303334236,0.00953604094684124,0.010258838534355164,0.011496862396597862,0.011930352076888084,0.013307067565619946,0.00919398944824934,0.011536809615790844,0.009968607686460018,0.010467392392456532,0.007556585129350424,0.009952425956726074,0.012839366681873798,0.008481353521347046,0.007943077012896538,0.008192352950572968,0.010215877555310726,0.009742016904056072,0.009460140019655228,0.00860549695789814,0.009185248054564,0.014862900599837303,0.007268741261214018,0.008348529227077961,0.011875989846885204,0.004294513259083033,0.00877199787646532,0.0060667674988508224,0.007062077056616545,0.0076352572068572044,0.007012055721133947,0.008353842422366142,0.008358199149370193,0.011477132327854633,0.007928348146378994,0.008524756878614426,0.007800952531397343,0.007791636511683464,0.007271936628967524,0.00895752664655447,0.007699062582105398,0.0040473914705216885,0.006031385622918606,0.0056690932251513,0.007351789623498917,0.006823156028985977,0.005896782502532005,0.010412394069135189,0.006674191914498806,0.0062043205834925175,0.006244214717298746,0.007294336333870888,0.005628619808703661,0.004956441931426525,0.00575379841029644,0.006315790582448244,0.007542445790022612,0.007151837460696697,0.008097860030829906,0.005872631445527077,0.0050699966959655285,0.004734806716442108,0.005852675996720791,0.006720473989844322,0.005067233461886644,0.005419515538960695,0.005825658794492483,0.005540226586163044,0.005540687590837479,0.005162847228348255,0.005455810111016035,0.004948654677718878,0.004794890992343426,0.0036144370678812265,0.005196691490709782,0.005154035519808531,0.0028432474937289953,0.0029307452496141195,0.0039014113135635853,0.004098137840628624,0.0034945805091410875,0.0026643553283065557,0.0033193801064044237,0.002400469733402133,0.0037196825724095106
200009,0.02290022373199463,0.019100837409496307,0.022131888195872307,0.01127689704298973,0.017536306753754616,0.018891077488660812,0.011633474379777908,0.016523130238056183,0.016711976379156113,0.01538159977644682,0.016794202849268913,0.01550593413412571,0.016664674505591393,0.016830746084451675,0.013817050494253635,0.01477081049233675,0.0143364192917943,0.013048951514065266,0.008591113612055779,0.007878155447542667,0.011005924083292484,0.010814782232046127,0.010946370661258698,0.009412826970219612,0.013204731978476048,0.0052376072853803635,0.012238034047186375,0.007246792316436768,0.008999542333185673,0.008784305304288864,0.00794832780957222,0.01083053182810545,0.010277723893523216,0.01369015034288168,0.009931761771440506,0.008989912457764149,0.009963427670300007,0.012351682409644127,0.011183970607817173,0.00843790452927351,0.012374546378850937,0.009270895272493362,0.0072170584462583065,0.008262326009571552,0.009533693082630634,0.00831322930753231,0.008681020699441433,0.011100430972874165,0.009467697702348232,0.0077738831751048565,0.008402752690017223,0.007939605042338371,0.009570246562361717,0.005845936480909586,0.008676511235535145,0.009891667403280735,0.007417813874781132,0.006454916670918465,0.005469957832247019,0.007915683090686798,0.007709936238825321,0.009342130273580551,0.010485425591468811,0.0075466507114470005,0.006542921997606754,0.004156891256570816,0.007762863300740719,0.005020754877477884,0.008559227921068668,0.004987169988453388,0.006750546395778656,0.007882053963840008,0.006239700596779585,0.007440371438860893,0.00681401276960969,0.008379815146327019,0.006464439444243908,0.0064225452952086926,0.0073186480440199375,0.008505330421030521,0.005465602036565542,0.005472084507346153,0.0059425197541713715,0.006188519764691591,0.006051760166883469,0.011200396344065666,0.0057317097671329975,0.0069621168076992035,0.005538307595998049,0.003930804785341024,0.00636956887319684,0.005619713570922613,0.005066013429313898,0.005279887933284044,0.006582934875041246,0.005687016528099775,0.005724756047129631,0.005469396244734526,0.006014490965753794,0.004983032587915659,0.00515126483514905,0.004006455652415752,0.005316833034157753,0.004617244005203247,0.003495796350762248,0.002878061030060053,0.003968339879065752,0.00609454745426774,0.004155738279223442,0.0061601861380040646,0.0035189136397093534,0.0021270508877933025,0.0034958443138748407
200010,0.01796339824795723,0.02135637402534485,0.023117536678910255,0.010651804506778717,0.01744384691119194,0.014606833457946777,0.010014462284743786,0.016761159524321556,0.016780152916908264,0.012165096588432789,0.016045037657022476,0.01566287688910961,0.015574747696518898,0.01805216073989868,0.01312403753399849,0.011884372681379318,0.01458500511944294,0.013585948385298252,0.00778442295268178,0.007318231277167797,0.010792560875415802,0.011364895850419998,0.009987764991819859,0.01016206480562687,0.007664887234568596,0.012524833902716637,0.012096020393073559,0.004994488786906004,0.012561894953250885,0.009434975683689117,0.008339042775332928,0.010826697573065758,0.008617876097559929,0.012979303486645222,0.00992011371999979,0.0111237782984972,0.010025633499026299,0.011506161652505398,0.0071441312320530415,0.008557542227208614,0.008887850679457188,0.007953686639666557,0.007676441688090563,0.008183552883565426,0.011713190004229546,0.008159936405718327,0.008263777941465378,0.011261053383350372,0.008657414466142654,0.010793246328830719,0.008696292527019978,0.009631585329771042,0.00768301822245121,0.0051763029769063,0.008022395893931389,0.008635559119284153,0.006545471027493477,0.00938559789210558,0.006168521475046873,0.006208697333931923,0.007986785843968391,0.012093895114958286,0.009572911076247692,0.007091250736266375,0.006684319581836462,0.008497154340147972,0.008514554239809513,0.0054746344685554504,0.007774620782583952,0.005719585809856653,0.006554026622325182,0.008067191578447819,0.007279573939740658,0.007757856976240873,0.006261561065912247,0.01540455874055624,0.007354017347097397,0.005685364827513695,0.007464212831109762,0.007683553267270327,0.008674291893839836,0.00698657613247633,0.008058862760663033,0.006528808735311031,0.0055378880351781845,0.007672348525375128,0.007749500218778849,0.005940595176070929,0.005149001721292734,0.0051064942963421345,0.005615655332803726,0.005597077775746584,0.005344023462384939,0.00560246454551816,0.005565357394516468,0.005783623084425926,0.005986064672470093,0.005177144892513752,0.006514754146337509,0.005404738709330559,0.0053165750578045845,0.004254223313182592,0.005729567725211382,0.0044947098940610886,0.0033091004006564617,0.003204449312761426,0.003645301330834627,0.005330955609679222,0.0031377950217574835,0.007813779637217522,0.003286569844931364,0.0021310579031705856,0.002623212058097124
