,DivInit,DivOmit,Price,STreversal,IndIPO,ConvDebt,Size,RDIPO,IdioVolAHT,Mom12m,IdioVol3F,BidAskSpread,DolVol,Mom6m,Mom12mOffSeason,CF,cfp,MaxRet,DelLTI,AM,Tax,LRreversal,zerotrade1M,MomOffSeason,IndMom,zerotrade12M,zerotrade6M,IntMom,ChTax,Leverage,AssetGrowth,AnnouncementReturn,EBM,MomSeasonShort,ShareIss1Y,VolSD,CashProd,BMdec,DelEqu,dNoa,NOA,CBOperProf,Herf,MomSeason,RoE,ReturnSkew,ChInv,GP,BookLeverage,OPLeverage,EquityDuration,ResidualMomentum,hire,CoskewACX,BPEBM,PctAcc,EarningsSurprise,ReturnSkew3F,DelFINL,TotalAccruals,Accruals,DelNetFin,InvestPPEInv,DelCOA,BetaLiquidityPS,ChEQ,grcapx,ChNWC,ChAssetTurnover,RevenueSurprise,DelCOL,ChInvIA,ChNNCOA,Investment
200001,0.1576075860293341,0.10367996054745168,0.08674832326127152,0.06793977055597289,0.06653070576720514,0.06527776830938785,0.0599119588737076,0.05569115859582228,0.020359955749433715,0.01914649621593842,0.01836225620621226,0.018362054951962643,0.015518258337676397,0.014417058773445849,0.014057775656176377,0.01385613845062483,0.013832614813165127,0.01148947517595165,0.010928175285049226,0.009045966871643859,0.007948581252355662,0.007643048128515066,0.00748192534793612,0.00715408289620346,0.00673725513533828,0.0064183433912024124,0.0062947615967054345,0.005082543011011703,0.005037474538878692,0.004653718536436439,0.004362366170075215,0.004011917625307546,0.0039056620196815136,0.0038969849592854775,0.0038863899795029844,0.0037697662855080936,0.0035577312149178146,0.003496214321531902,0.0034872243392495513,0.003100548542985637,0.0029657347004438295,0.0027890089738208117,0.0027155427124370846,0.00256778230846818,0.0024568222971512567,0.0024031746397819684,0.0023112719794545545,0.0022937653318785976,0.0022853341208328147,0.0021386636440783664,0.002128211073390719,0.002059733787390882,0.0020142117412080976,0.0018123981323913342,0.0018002668469653323,0.0016224834845202597,0.0015872490992422685,0.001462257751098353,0.0014383757379422145,0.001407729673199436,0.0014011975667651579,0.001330424783059319,0.0012841460211019836,0.001282095435443399,0.0012556335192996204,0.0012392669852127568,0.000971341640141911,0.0009174360819247461,0.0008347013257749405,0.000682553169276687,0.0006766072168290511,0.0005657902693205391,0.00043142272479544165,0.0001773675052956772
200002,0.14352268169852353,0.11932717479468333,0.07760954486562582,0.06434473436292994,0.08430651718450927,0.06567029402544756,0.06942501029747371,0.055811175653866056,0.01841700245534105,0.015104819102842575,0.020040764994108024,0.015661869800777998,0.010864636799371937,0.014205992843780319,0.013490882476177255,0.020299354634214173,0.012392822609041405,0.010860191701352792,0.011121461476072764,0.008188661347960554,0.009838393676938086,0.006791805251128412,0.006764705509764915,0.007441459639393767,0.004340241750113636,0.005373190161264944,0.006390658733938987,0.004686287674231252,0.004387078479079146,0.0047443335312796426,0.0034733488384720746,0.003229633877116274,0.0029727681950451243,0.003059401609937891,0.0022605254983530253,0.004212754925387699,0.002414950530152986,0.0016086016043129361,0.00421660618395615,0.002141263324161131,0.003276977598833932,0.002090853911090177,0.002412559468700534,0.004047712109657476,0.0027898494824907193,0.002564171127396515,0.0016769376831075203,0.002268158072246138,0.0035929201467463515,0.0014898969396892584,0.002059742985511879,0.0019122415007653667,0.0017265639674966125,0.0017248137206576854,0.0037125602397442936,0.0019712886112746666,0.0006907670240527066,0.0013549368794184798,0.0012637752121281024,0.001371316082997053,0.0007877311365039615,0.0009706341928731609,0.0017623683176397156,0.0021028281844344705,0.0011889571039592037,0.0015645549265020488,0.0016612218454551877,0.0005940434842636781,0.0006357961153802503,0.00037879330744456746,0.000940725018705703,0.001091693924960515,0.0010039981217905766,0.0003050094379534239
200003,0.1449139091303779,0.12184926486051594,0.08360656578415619,0.06141629665796775,0.07640665414822992,0.06949008299625585,0.06074835236550174,0.061640323568623416,0.022760763486395524,0.015422883314428648,0.019492864047249033,0.0165261464527273,0.013199589851293207,0.013530834694483435,0.012657049823873296,0.014938633681794362,0.013893468551324182,0.012579128865476975,0.009680898963602948,0.008015749338913018,0.008688591619152948,0.00673401345633562,0.007330001745190307,0.006382005562360905,0.0036915538077454736,0.005799012198869043,0.006788179625884141,0.004238254367611057,0.004048711657266458,0.005479249348551366,0.004321510595546934,0.0021919807831442895,0.002798275111885516,0.003487983905230248,0.0038767097074961804,0.004499613006770093,0.0032344125507625,0.0027937229909510346,0.0036929572977451464,0.0016608695892665947,0.003457324991926168,0.003033609149211351,0.0023935500280829114,0.0026990588150028532,0.0031757478958756294,0.0016821678859563274,0.0017375885606514532,0.002115702075331153,0.0023584757922418672,0.0023325364135214645,0.0020696842882936568,0.002360305949195062,0.002232751380739802,0.001680618308518184,0.002651105411083246,0.001503760910030682,0.0007053059979534991,0.0014279373077826585,0.0014686532557226827,0.001588168121702121,0.0014194490034044967,0.0007488948963369491,0.0014771703814314007,0.0013589470257861756,0.0014135035791788967,0.0011094098358643435,0.0008944849040251474,0.0005944522516807625,0.0004909641962238806,0.00046927057428254793,0.0013410456675180117,0.0006714156146716071,0.0006144129206785837,0.0002154570991379583
200004,0.16033628351610557,0.10801314603664719,0.08690072077656096,0.06891279210623323,0.07270842564089319,0.06623729319872695,0.06227558464312438,0.05903247996799454,0.02106176186846285,0.016786101352486073,0.018166260266629673,0.011276582257046893,0.011028103263764789,0.012400730972204331,0.012038102534557065,0.014534369074673238,0.013032168290804577,0.012515102510115377,0.011498148465568018,0.009618663757205399,0.007857716773864357,0.00710556523699045,0.007066859458613195,0.007554117374555062,0.005640342405664031,0.007069795142678735,0.007646269639229824,0.004296488394408682,0.0038774142923735603,0.003955756662320323,0.005391693435294202,0.00398996365358228,0.004682201468785359,0.0023914468836537567,0.002962755814993678,0.0031174636157209877,0.00295745124371942,0.0023862434513036265,0.0032190900837750407,0.00301208398061663,0.003523073715103043,0.0028283254381078573,0.0028563928365926603,0.0020972647280324717,0.0024916112031184903,0.0022988949202947554,0.0014263959404755661,0.0014698108726038882,0.0027869429330074726,0.0016987612529293494,0.002559421184667608,0.002434771228390592,0.0024292199746203218,0.0014197230649085533,0.0031083924196883667,0.002408070379803953,0.001041952470698869,0.0014447486015375284,0.0015728006796451506,0.0011632425840721722,0.0014445232811207374,0.0008677589668546882,0.0019566698055942275,0.0007768444462872424,0.001804285840060689,0.0013490087418735143,0.000703501161978429,0.0005594247676507162,0.0005415203522836446,0.0004868588311565916,0.0007305461528899037,0.0005138223146139828,0.00044347065095734386,0.00020840874643196082
200005,0.15994764011373852,0.10950730372396586,0.08455211178684235,0.07041796232662484,0.07072481513905371,0.06511645362829646,0.06943425714577649,0.050873096204864784,0.020140725293887184,0.016182294970285515,0.02043463518040034,0.013924409779832303,0.009333508929179996,0.012687677209819876,0.012144250688455984,0.015522730141936803,0.012355766224951365,0.012402702203369453,0.014844241327337535,0.008491720655877276,0.008558353155842286,0.004542713622303007,0.007319998893245822,0.008695539031939304,0.006306509700529154,0.006537776976032634,0.007530039109656073,0.0038384985212312293,0.003950455045470083,0.006151872295802599,0.0050667822303305955,0.002896680952599803,0.0037002289819696855,0.003647846104934587,0.003263463242422873,0.0044161613224994005,0.0020883765680121806,0.002782797081042958,0.0020908342176313823,0.0017859949010284972,0.002268602037028576,0.0025803981773683572,0.0017110498631567705,0.003870768880785738,0.0022834418925834128,0.0019419549928474222,0.0011618367975327207,0.0020352264771931875,0.002090892213113016,0.0022404266665988484,0.0018351345132668231,0.0016092480815670027,0.002406526066057167,0.0015248051554850829,0.004388211619130834,0.0019455295897225868,0.0013025563899722145,0.00238340067107322,0.0012564743143440645,0.000732354459218532,0.0015434231452528676,0.0009423669158209108,0.0015579981537235602,0.0018221654444938755,0.0015150428797480414,0.0015371785836567002,0.0006584769309206973,0.0009877009638938796,0.0004863161017383025,0.0006000062072012969,0.0008886353707397065,0.0006489589356401765,0.0007606879724275786,0.0002729789076760106
200006,0.14520034007815236,0.10624166446502743,0.08413605258975448,0.07461875850775887,0.07259537419821721,0.07124698120641082,0.06537824816507704,0.05848571838311942,0.021920196215418387,0.016641935909452003,0.018571658504565856,0.017556673776494728,0.01083430626813687,0.012332006944192767,0.011962519716551285,0.013018836861013941,0.01418309522790248,0.012350864781389742,0.015231512667369398,0.00864517758929148,0.00830169319190859,0.005427872308323411,0.00929079694413525,0.00795925350808431,0.004728693613452922,0.004909792301561545,0.007331414850083438,0.003955217384008507,0.0033197335355282663,0.004232032958632905,0.005105866137799044,0.003445782450173069,0.0040513587008726105,0.0030430282247013336,0.003669015177343224,0.0033474034878750174,0.003087573911732049,0.002059601107104535,0.003068463794321327,0.0029069120297374115,0.003734764931510316,0.002161405144746871,0.0018916352049284729,0.0029300377681640935,0.002647564142466325,0.001795334307979562,0.002000827317230139,0.0020679481792253863,0.0024254180316353813,0.0035351690058245764,0.002493773336474148,0.001748013714589708,0.002228370455830377,0.0014039401616393373,0.0025354686851591754,0.002102672332639628,0.0016386056485440672,0.0014814309015969613,0.0010135846741180005,0.001267735914871116,0.001140370761810936,0.0008264397301580358,0.001097467579289113,0.001169417358743298,0.0011088350753616653,0.0015531347045100645,0.0006356255723190926,0.0008636526642647982,0.0005754677517162604,0.0005704579417019228,0.0009525233201880582,0.0008950021607173784,0.000821335808427862,0.0002931420389423284
200007,0.16114960364862052,0.10132325855319048,0.08605223598413804,0.0680506894281483,0.06950106320273089,0.06873716790051901,0.07468416828591075,0.05651544749934,0.02078968424931906,0.015255120799224831,0.016964591554606487,0.013229139289931292,0.0130482679102685,0.013229902733893899,0.011623525418995008,0.015211164934245848,0.012506236671166841,0.011425721636879186,0.011704964199750943,0.008977762902684126,0.007181886746437878,0.005013720303937788,0.006537442264694992,0.008207715655191796,0.006390858394315523,0.006131378612740811,0.006227434789816073,0.004131395345642346,0.0035665571440668203,0.004460859306476481,0.005076277905476364,0.0030948258904000413,0.0036495231763618496,0.0026635879610336526,0.002792242270688054,0.004257016091876646,0.00316205353042872,0.0026399809596090616,0.0032156922233066787,0.0023108061438150205,0.003464736599126493,0.0027880882159640906,0.002991655844122581,0.0037916245084208084,0.0028807714681668723,0.003335325553569018,0.0016051733848565783,0.0026482782705408094,0.00211356902686337,0.002353223109778824,0.002299630350300588,0.002242874656814801,0.002014110061742924,0.001750690163525597,0.0031377621371341032,0.0016535478347921326,0.0009962287732887157,0.001137109432994594,0.0008797191883724462,0.001994424651449462,0.0016989927909040875,0.0008987385869333389,0.0012540840630322226,0.001603600036700296,0.0009429006933224067,0.0016187703931802653,0.0007572231506133766,0.0005713288773949856,0.00047011107196381387,0.0005525839884124677,0.000686608506958536,0.0007705622738658351,0.0011850309154743085,0.00021994989953869894
200008,0.14496378542555033,0.11058462452812355,0.07461750026924777,0.07226305196302281,0.06541850534654156,0.07176117587756811,0.06468053872934423,0.05413814217957331,0.01608514650045396,0.019070635007489255,0.01881729758006586,0.021156991727846665,0.012591194151022216,0.012083531700141113,0.015608417256270326,0.01758683716154752,0.014903011356037771,0.010771747511791963,0.015438630384332352,0.008311319903251369,0.008207872880804634,0.009894778665905102,0.007696669188820824,0.008727376180348058,0.004271332145418768,0.006763678386144823,0.008555434061045322,0.0037583377435646058,0.003312284796632657,0.004648567966596867,0.003961224638062575,0.0031400192930392777,0.003640474159227988,0.003213455909855094,0.0035653340822095997,0.005032824364998595,0.0026622841556578126,0.001931205913554305,0.004100172257003969,0.0028362663570566087,0.0024456160878779352,0.002275873709239012,0.002779403040227083,0.0032524961807203945,0.003828854557858649,0.002465949097264789,0.0015465242649768448,0.0017143633170941313,0.00267736898706914,0.0015857965911691837,0.0023612775701714003,0.0024379122229113434,0.0024181967291496335,0.0014229104872562558,0.0037439291827199377,0.001602688374179856,0.0012007121872160533,0.002011324675586004,0.0014015292529467474,0.0020251367128855035,0.0011609642406088796,0.0005608326992270576,0.002281335460893828,0.0016245398668069014,0.0012321304349542767,0.0014880011830268414,0.0008582369673071698,0.0010310101372857892,0.00040623608199952087,0.0005205247736215094,0.0008229419047187703,0.0008262234199346831,0.0010350217653916738,0.0001824601305336298
200009,0.12773031246346062,0.1121380694839395,0.08487932704828124,0.0721460184920949,0.07504455644161374,0.07188095141347163,0.07026568415025634,0.05846038049364212,0.021008248610453795,0.017869949979954367,0.020393038819990755,0.012714751352917197,0.01347057153540461,0.014148697793737845,0.013134556067684459,0.018089140787110974,0.013972076589511771,0.012155961544968306,0.007871102871704125,0.007438978379866698,0.007923052660403076,0.005784706275122168,0.009051643473885512,0.008419721522074363,0.0060118295390233995,0.006534426636139021,0.007414789057732462,0.0033735487188206402,0.004506270571928063,0.004063240760661817,0.005794558873603054,0.0032101990583779418,0.0027838426160534777,0.0023385187355770345,0.0026116868453374496,0.0038591290790892354,0.00299834823546803,0.002570354476120953,0.0037143010601076447,0.0021628531827919506,0.003379166804796088,0.0029270485825215325,0.0022716157933119385,0.0033560626431574413,0.0021703021526691063,0.0025861112515105436,0.0017311808709150982,0.002221269446051617,0.002349675240922332,0.0024844019485688487,0.002343072653741526,0.0020572248390282937,0.002987963616207157,0.0009403842213293176,0.0038724788053443922,0.0022372919312890504,0.00121479895599529,0.0017916877457975337,0.001560884282275878,0.0018418940005957148,0.001483015336239328,0.0006196898244028907,0.001714706483873876,0.0021857171440284777,0.001101355159587282,0.0009775658965739502,0.0005732589136301753,0.0006578589763581931,0.0004900719762766073,0.0005228316337552243,0.001442716644363183,0.0007775097445069961,0.0007643803833737312,0.0004254103986192488
200010,0.12740478881535783,0.12326274347106407,0.0817119403680567,0.07412505761076436,0.06854893780793848,0.06610202624627472,0.06995906905083955,0.058065738749273614,0.02077813495515952,0.016750918239673198,0.020495330382920056,0.01545690872831102,0.015348009410106169,0.010367889338162328,0.012575685465731677,0.017351733954484135,0.012407844012944652,0.013297917009835496,0.011744268134455815,0.008135780043913679,0.00954210492105144,0.004706272906488471,0.008918399733659833,0.007885459561848373,0.0035626040579120597,0.005899861913951181,0.008183662425187225,0.0040141663399822,0.0037703462166346177,0.00445183425452265,0.0051047063982370584,0.0025615866551309905,0.0037720940325738864,0.0030310858334957687,0.002828876539599445,0.003890535390526432,0.0038426776030574465,0.002376011254565726,0.003265260404638181,0.0032526107920838685,0.0032793971645686984,0.0029005989054246015,0.0020816273762773374,0.0032813577013475446,0.002915573380681569,0.002077221027925683,0.0015163583137289662,0.0018320749546101491,0.0020144981572636457,0.0018774380204310986,0.003090957239635111,0.0018566344757855295,0.003478577137102717,0.0016324984873848395,0.0037953289782509344,0.0017621850712125698,0.001211887153113708,0.0021282902609504775,0.0008993279571186544,0.0015435091949220063,0.0015539483828087629,0.0011733316918596736,0.0021171491077218987,0.002329891342372602,0.001245426947346149,0.0012735367338384499,0.0011161898535701578,0.0006540875661994544,0.0008048305145734669,0.00034367537737018804,0.0010536980291027216,0.0009345447946928257,0.0010395526767686249,0.0004339169936253191
