yyyymm,DelLTI,Size,BMdec,MeanRankRevGrowth,CompEquIss,Price,DelCOA,DelFINL,STreversal,Tax,DelNetFin,Accruals,ResidualMomentum,BM,AnalystRevision,DolVol,NetDebtFinance,dNoa,MomOffSeason06YrPlus,RDS,ChInvIA,Illiquidity,BidAskSpread,ShareIss5Y,RD,ChEQ,PriceDelayRsq,cfp,BPEBM,RevenueSurprise,ChNWC,Mom6m,Mom12mOffSeason,HerfBE,DelEqu,grcapx3y,Mom12m,IndRetBig,PctTotAcc,Leverage,PctAcc,ReturnSkew,ChNNCOA,CF,MomSeason11YrPlus,hire,AssetGrowth,AM,RealizedVol,IdioVolAHT,OPLeverage,MaxRet,TotalAccruals,zerotrade1M,AbnormalAccruals,IntanSP,ChAssetTurnover,IdioVol3F,NetDebtPrice,VolSD,zerotrade12M,Cash,DelCOL,BookLeverage,LRreversal,zerotrade6M,CBOperProf,ChTax,std_turn,MomSeason06YrPlus,XFIN,MomSeasonShort,NetEquityFinance,Beta,CompositeDebtIssuance,GP,EBM,CashProd,CoskewACX,InvGrowth,Herf,EquityDuration,ReturnSkew3F,ShareIss1Y,BetaTailRisk,RoE,ExclExp,EarningsSurprise,roaq,AnnouncementReturn,betaVIX,IntMom,grcapx,InvestPPEInv,NOA,TrendFactor,MomSeason,IndMom,MomOffSeason,EarnSupBig,FEPS,BetaLiquidityPS,EntMult,IntanCFP,ChInv,EP,EarningsStreak,Investment,NetPayoutYield,IntanEP,REV6,IntanBM,ForecastDispersion
200001,0.02362126111984253,0.021995380520820618,0.020146427676081657,0.018365351483225822,0.017953477799892426,0.016825107857584953,0.016465160995721817,0.016367200762033463,0.016361400485038757,0.015657514333724976,0.014992943964898586,0.014763398095965385,0.014664397574961185,0.014383239671587944,0.01376353483647108,0.013441742397844791,0.01327482145279646,0.012625448405742645,0.012474525719881058,0.012213293462991714,0.011911827139556408,0.011807076632976532,0.011591589078307152,0.011442860588431358,0.01138855330646038,0.011012174189090729,0.010941511951386929,0.010853109881281853,0.01073765754699707,0.01071230974048376,0.010654058307409286,0.010637096129357815,0.010405966080725193,0.009983963333070278,0.009974710643291473,0.00968248676508665,0.009555182419717312,0.009487675502896309,0.009435003623366356,0.009416506625711918,0.009378732182085514,0.009070700034499168,0.009014730341732502,0.009003418497741222,0.008986558765172958,0.008890311233699322,0.008867477998137474,0.008836280554533005,0.008560653775930405,0.008536468259990215,0.008358292281627655,0.008349875919520855,0.008250235579907894,0.008210266940295696,0.008197336457669735,0.0077787963673472404,0.007693392224609852,0.00768302334472537,0.007626504171639681,0.0075724124908447266,0.007559667807072401,0.007308856584131718,0.007305234204977751,0.007272469345480204,0.007266197353601456,0.007241512183099985,0.007204135414212942,0.0071844058111310005,0.007019962649792433,0.006963723339140415,0.006858430337160826,0.0068051693961024284,0.006749881897121668,0.006721863988786936,0.006701731123030186,0.006597723346203566,0.00657897861674428,0.006492589600384235,0.006436304654926062,0.006430674809962511,0.006378808058798313,0.006342305801808834,0.006222204305231571,0.0060873874463140965,0.006075697019696236,0.005983443930745125,0.0059043038636446,0.005854408722370863,0.005759430583566427,0.005644628312438726,0.005644303746521473,0.005640604067593813,0.005582125391811132,0.005573946982622147,0.005536894779652357,0.005283284932374954,0.005259880796074867,0.00505088409408927,0.004810879472643137,0.004744986072182655,0.004668440204113722,0.004588786978274584,0.004414514172822237,0.004274705890566111,0.004258265718817711,0.0039827097207307816,0.0038848465774208307,0.003483555978164077,0.0031990506686270237,0.0031173950992524624,0.002822187263518572,0.002601033542305231,0.0017722079064697027
200002,0.021869642660021782,0.023095715790987015,0.01649600826203823,0.017179081216454506,0.017109155654907227,0.016895728185772896,0.019401324912905693,0.01648140512406826,0.01653420180082321,0.01712614856660366,0.01025891862809658,0.021473469212651253,0.013730013743042946,0.012459631077945232,0.012668569572269917,0.012763606384396553,0.0065281931310892105,0.012342979200184345,0.018652796745300293,0.011197730898857117,0.006772581487894058,0.012686442583799362,0.011295387521386147,0.010453294962644577,0.010247986763715744,0.010051076300442219,0.010411547496914864,0.010495836846530437,0.009762261062860489,0.009653962217271328,0.0060716248117387295,0.009886769577860832,0.010780815966427326,0.0075687444768846035,0.01443855743855238,0.009666512720286846,0.010018634609878063,0.009755831211805344,0.01092439517378807,0.01038916315883398,0.008187578991055489,0.008201940916478634,0.007554810494184494,0.008775569498538971,0.01109527051448822,0.008472567424178123,0.009334135800600052,0.00931742787361145,0.008586989715695381,0.008645917288959026,0.012571112252771854,0.008069192059338093,0.006305683869868517,0.008017323911190033,0.007505591027438641,0.0078052980825304985,0.0075853923335671425,0.007753168698400259,0.0077410126104950905,0.009721667505800724,0.006274189800024033,0.007075515575706959,0.006504528224468231,0.006171767134219408,0.007445462979376316,0.007737922947853804,0.006642650812864304,0.007624070160090923,0.0065201641991734505,0.006760825403034687,0.0074250237084925175,0.0060845729894936085,0.008515370078384876,0.005016501527279615,0.00707095954567194,0.005386427976191044,0.008397536352276802,0.0074956235475838184,0.006162721198052168,0.009672851301729679,0.00687995133921504,0.005460590589791536,0.006684699561446905,0.006463474128395319,0.007163455709815025,0.005406979471445084,0.00722448481246829,0.005784484092146158,0.0061205667443573475,0.005778019316494465,0.004904796835035086,0.0052841464057564735,0.006830631289631128,0.004841840825974941,0.006252958904951811,0.00504149729385972,0.0055227153934538364,0.005169042851775885,0.005007152911275625,0.004491121042519808,0.004241138696670532,0.008239604532718658,0.004503088071942329,0.0032167944591492414,0.007971617393195629,0.0036107480991631746,0.003932251129299402,0.0067082722671329975,0.004700073041021824,0.0026336812879890203,0.0030851629562675953,0.003092135302722454,0.0009247999987564981
200003,0.02176360972225666,0.0223366878926754,0.01996779255568981,0.011753557249903679,0.016574284061789513,0.017113201320171356,0.017147015780210495,0.013528532348573208,0.016256606206297874,0.017193278297781944,0.011972582899034023,0.019186457619071007,0.01563689485192299,0.01168213039636612,0.015174212865531445,0.014467304572463036,0.0087337801232934,0.016544373705983162,0.010930676013231277,0.010233871638774872,0.005680677015334368,0.013060850091278553,0.01176878996193409,0.009131395258009434,0.011567158624529839,0.00970439799129963,0.01064011175185442,0.009197975508868694,0.010387367568910122,0.009582821279764175,0.016323447227478027,0.009221215732395649,0.011333027854561806,0.009354794397950172,0.012844008393585682,0.0054322718642652035,0.0098630515858531,0.009669681079685688,0.011379560455679893,0.009318606927990913,0.007048365194350481,0.007939871400594711,0.007818026468157768,0.008806501515209675,0.01323870662599802,0.009052121080458164,0.009674283675849438,0.008334585465490818,0.00859714113175869,0.009154005907475948,0.010356010869145393,0.008418005891144276,0.008039272390305996,0.008803489618003368,0.00780677143484354,0.00793731864541769,0.006834917701780796,0.008121069520711899,0.007551167160272598,0.008778196759521961,0.006365964654833078,0.008184334263205528,0.006555973086506128,0.007569541689008474,0.006012866739183664,0.007841214537620544,0.005034095142036676,0.005865323822945356,0.0062693385407328606,0.006603402551263571,0.007437710650265217,0.0067221964709460735,0.007323058787733316,0.005391058512032032,0.012432154268026352,0.009087402373552322,0.007522841449826956,0.007963757030665874,0.005662837531417608,0.005397665314376354,0.005705747753381729,0.004938782658427954,0.007031522691249847,0.005599869415163994,0.006288451608270407,0.005782196763902903,0.007918883115053177,0.005579776596277952,0.006519878748804331,0.005702643655240536,0.004877441097050905,0.005243019200861454,0.005852874834090471,0.00599631667137146,0.0049652643501758575,0.005356462672352791,0.00538918562233448,0.005396454595029354,0.00462405476719141,0.005650027189403772,0.0045960573479533195,0.009668998420238495,0.004716135561466217,0.0030028987675905228,0.007428070995956659,0.003385264426469803,0.0036382845137268305,0.002423170255497098,0.0029691802337765694,0.006157046649605036,0.0029810299165546894,0.0028424239717423916,0.004561925772577524
200004,0.023679694160819054,0.023380715399980545,0.018574316054582596,0.015664972364902496,0.015855535864830017,0.016467779874801636,0.024066738784313202,0.014244785532355309,0.01647801697254181,0.016322430223226547,0.014708179049193859,0.014344790950417519,0.013661361299455166,0.015027630142867565,0.012859235517680645,0.013724480755627155,0.008462533354759216,0.013368592597544193,0.010500895790755749,0.009404229000210762,0.008842384442687035,0.011840510182082653,0.0117348562926054,0.014659585431218147,0.010980751365423203,0.0124431187286973,0.0104983476921916,0.010348288342356682,0.011159021407365799,0.0075860838405787945,0.009524593129754066,0.010195289738476276,0.010805168189108372,0.008204803802073002,0.018315406516194344,0.009490043856203556,0.009492533281445503,0.009594670496881008,0.011076460592448711,0.008944280445575714,0.006334830075502396,0.007402332499623299,0.006897302810102701,0.009314069524407387,0.007148370612412691,0.008185150101780891,0.008795410394668579,0.009185371920466423,0.008832423947751522,0.008599544875323772,0.011391914449632168,0.007753429003059864,0.008265848271548748,0.008243267424404621,0.009455597028136253,0.008043590933084488,0.004589226096868515,0.007555953226983547,0.007267502602189779,0.007180150598287582,0.005996413063257933,0.00785436388105154,0.005619511473923922,0.006013097707182169,0.006408741697669029,0.008924111723899841,0.006629313807934523,0.006189623847603798,0.007066509686410427,0.006298393476754427,0.007193267345428467,0.00617239810526371,0.007103540003299713,0.005579809192568064,0.008525562472641468,0.00757387513294816,0.008285093121230602,0.0072968401946127415,0.006180723197758198,0.00628944905474782,0.005436754785478115,0.008145770989358425,0.00610765116289258,0.006293957587331533,0.009076179005205631,0.0067732445895671844,0.007251181174069643,0.005456766113638878,0.005958670284599066,0.0056333779357373714,0.0044540418311953545,0.005489751696586609,0.0050389873795211315,0.004849167540669441,0.006393668707460165,0.00533806998282671,0.005509038455784321,0.0053285048343241215,0.005073473323136568,0.005507152993232012,0.004880934022367001,0.006842105649411678,0.00527751911431551,0.0032233395613729954,0.007372745778411627,0.0031923926435410976,0.0036400409881025553,0.005572760943323374,0.006717290263622999,0.0038594440557062626,0.002911834279075265,0.0020163217559456825,0.0012028550263494253
200005,0.023295028135180473,0.02286418341100216,0.0202783215790987,0.010553576983511448,0.01740657165646553,0.017027772963047028,0.015402757562696934,0.013171982951462269,0.01656278222799301,0.016297198832035065,0.014865315519273281,0.013811030425131321,0.015313024632632732,0.01123602595180273,0.012882884591817856,0.014995213598012924,0.012822731398046017,0.009692957624793053,0.013630246743559837,0.011630124412477016,0.008418438956141472,0.012295461259782314,0.011377468705177307,0.008458727039396763,0.011201907880604267,0.009489089250564575,0.012122071348130703,0.009100368246436119,0.009581432677805424,0.011235848069190979,0.013337879441678524,0.009116128087043762,0.010193205438554287,0.009225785732269287,0.013361151330173016,0.006636471953243017,0.009541536681354046,0.009132489562034607,0.008601178415119648,0.009626613929867744,0.005802186205983162,0.007470698095858097,0.009811309166252613,0.009905609302222729,0.016783254221081734,0.00951763242483139,0.011906701140105724,0.010236052796244621,0.008970046415925026,0.009195228107273579,0.01022455282509327,0.008360859006643295,0.006969192530959845,0.008516727015376091,0.00823015347123146,0.008040343411266804,0.005588916130363941,0.008258731104433537,0.007624239195138216,0.008403897285461426,0.00617639347910881,0.007500935345888138,0.009181555360555649,0.006531309336423874,0.0076118712313473225,0.00750383036211133,0.004891870077699423,0.006947635672986507,0.006708753295242786,0.004417359363287687,0.0073590995743870735,0.006672273855656385,0.007340794894844294,0.007331895641982555,0.010396987199783325,0.008236197754740715,0.008191827684640884,0.009123655036091805,0.006245017051696777,0.005108730401843786,0.005690168589353561,0.005485882982611656,0.006346527487039566,0.005728041287511587,0.008118231780827045,0.004300419241189957,0.009287595748901367,0.0062074619345366955,0.005838276352733374,0.005547771696001291,0.004312384407967329,0.005317326635122299,0.003164200810715556,0.004689131397753954,0.006169341504573822,0.005380761809647083,0.005460586864501238,0.005234654061496258,0.00529954768717289,0.0048414189368486404,0.003910147584974766,0.006513948552310467,0.005265144631266594,0.0034347092732787132,0.005841984413564205,0.003771746065467596,0.003900175681337714,0.007617271039634943,0.00484348414465785,0.002556570339947939,0.0025028374511748552,0.006765858270227909,0.001569130690768361
200006,0.024221248924732208,0.02218574285507202,0.018606843426823616,0.011784201487898827,0.018294544890522957,0.017101995646953583,0.019102443009614944,0.014514463022351265,0.016919119283556938,0.015119502320885658,0.01366489939391613,0.014712725766003132,0.015719875693321228,0.01573249138891697,0.0134175019338727,0.014060065150260925,0.00972557719796896,0.012865826487541199,0.009764094837009907,0.0058620828203856945,0.0061438605189323425,0.013329587876796722,0.011117394082248211,0.003325670026242733,0.01107837725430727,0.009701327420771122,0.011677660048007965,0.009262431412935257,0.010253115557134151,0.010279527865350246,0.011060349643230438,0.009100786410272121,0.01045882236212492,0.00957439374178648,0.01175345852971077,0.01040529552847147,0.009167131967842579,0.009426100179553032,0.008504117839038372,0.009403339587152004,0.008997802622616291,0.007938762195408344,0.01210569217801094,0.009294675663113594,0.014460168778896332,0.00812875758856535,0.008422674611210823,0.008939091116189957,0.009107504971325397,0.00861518643796444,0.011439780704677105,0.008162655867636204,0.007530737668275833,0.009189591743052006,0.007380374241620302,0.0068123736418783665,0.011399488896131516,0.008224022574722767,0.007973912172019482,0.008587491698563099,0.006532292813062668,0.007202079053968191,0.008047977462410927,0.004701654426753521,0.006747240200638771,0.008989266119897366,0.005466802045702934,0.007159439381211996,0.006755592301487923,0.005162881221622229,0.00707244873046875,0.005940102972090244,0.008708755485713482,0.006711866240948439,0.008818579837679863,0.004639648366719484,0.0077725863084197044,0.006740753538906574,0.006276729051023722,0.0063338750042021275,0.004799228627234697,0.006090935319662094,0.0070899007841944695,0.005644384305924177,0.010530145838856697,0.0044927773997187614,0.008367367088794708,0.0051772138103842735,0.006766915787011385,0.00558449374511838,0.004360240884125233,0.005709335673600435,0.004254031926393509,0.005989652592688799,0.006624686066061258,0.005659368820488453,0.006127838511019945,0.005437101703137159,0.004964976105839014,0.005459506530314684,0.0028499560430645943,0.009013114497065544,0.00509925140067935,0.003169015748426318,0.008373485878109932,0.0036483120638877153,0.004097843077033758,0.005341952200978994,0.006177074741572142,0.0026887301355600357,0.0032960050739347935,0.009160267189145088,0.0010656238300725818
200007,0.02486221119761467,0.023880982771515846,0.01652381755411625,0.016288451850414276,0.019257625564932823,0.017187343910336494,0.017311885952949524,0.012617542408406734,0.01750100776553154,0.01544941682368517,0.017300385981798172,0.015635697171092033,0.01642468385398388,0.013188992626965046,0.013938049785792828,0.014773291535675526,0.007456288207322359,0.013252468779683113,0.012719471007585526,0.00851625669747591,0.006551635451614857,0.013144808821380138,0.010759323835372925,0.007585864048451185,0.011617184616625309,0.009624293074011803,0.011752977035939693,0.010154811665415764,0.01261107437312603,0.005380717106163502,0.009891712106764317,0.01025077048689127,0.009357962757349014,0.010067000053822994,0.0126419672742486,0.010537569411098957,0.00984035525470972,0.009766488336026669,0.007274352014064789,0.008394896984100342,0.006084013730287552,0.009273785166442394,0.007531074341386557,0.008395979180932045,0.00979489553719759,0.00849863700568676,0.008899963460862637,0.009415791369974613,0.009304567240178585,0.00920106191188097,0.010366707108914852,0.008297450840473175,0.006723083555698395,0.008005925454199314,0.008762296289205551,0.008619527332484722,0.007669140584766865,0.00825868546962738,0.008001084439456463,0.00807442981749773,0.005870642140507698,0.007524801883846521,0.004811468999832869,0.008465266786515713,0.007466264069080353,0.0077181183733046055,0.008107425644993782,0.006546984426677227,0.00679635489359498,0.008068017661571503,0.0074032931588590145,0.006241754163056612,0.007276309188455343,0.007047316059470177,0.008426009677350521,0.007070567924529314,0.008412834256887436,0.0057823858223855495,0.006243618670850992,0.003966602496802807,0.006761056836694479,0.007249427959322929,0.006389809772372246,0.00647974107414484,0.006676442455500364,0.005185684654861689,0.008583004586398602,0.004477446898818016,0.006460707169026136,0.005658149719238281,0.006891991011798382,0.005276164505630732,0.006501496769487858,0.005446359980851412,0.005684164818376303,0.005733563099056482,0.005695776082575321,0.005359715782105923,0.005395669490098953,0.00508110411465168,0.004779817536473274,0.007719768211245537,0.005311565939337015,0.003157555591315031,0.002987921005114913,0.003168477676808834,0.004607994109392166,0.007217658683657646,0.0070101418532431126,0.0029049706645309925,0.002642308361828327,0.004258839413523674,0.0035296999849379063
200008,0.02236265316605568,0.022943442687392235,0.02075541950762272,0.012311816215515137,0.01798984594643116,0.017985587939620018,0.015887271612882614,0.01409959513694048,0.017025228589773178,0.015851924195885658,0.01397255901247263,0.012404682114720345,0.015664255246520042,0.014458089135587215,0.014315369538962841,0.015020315535366535,0.00894631166011095,0.013663409277796745,0.0130348214879632,0.013391044922173023,0.009142282418906689,0.012423083186149597,0.010265999473631382,0.012511156499385834,0.011180197820067406,0.011339233256876469,0.012233972549438477,0.009891580790281296,0.01016776543110609,0.005266477353870869,0.014384454116225243,0.00964007806032896,0.011543987318873405,0.007997929118573666,0.010971693322062492,0.011020222678780556,0.008947545662522316,0.009908121079206467,0.012202399782836437,0.008186194114387035,0.004373051226139069,0.00951299350708723,0.008291076868772507,0.010176402516663074,0.014497922733426094,0.007724330760538578,0.009762187488377094,0.008911880664527416,0.009062426164746284,0.009354121051728725,0.007893175818026066,0.00752237206324935,0.007681726478040218,0.008909572847187519,0.008083406835794449,0.007560947444289923,0.008185862563550472,0.008226015605032444,0.008192392066121101,0.008507171645760536,0.00693084392696619,0.007587984204292297,0.006418481934815645,0.006566217169165611,0.007344297599047422,0.00711704371497035,0.005008486099541187,0.00762944994494319,0.005884544923901558,0.008020672015845776,0.0069553665816783905,0.00596986897289753,0.006778819486498833,0.007010553497821093,0.010299020446836948,0.005834824405610561,0.005789876915514469,0.0059118010103702545,0.006179096642881632,0.004458255600184202,0.005942753050476313,0.0067016566172242165,0.0074774231761693954,0.005512622185051441,0.008854731917381287,0.005813904572278261,0.008064082823693752,0.005207991227507591,0.005951622501015663,0.005379109643399715,0.004140474833548069,0.005080639384686947,0.005829921457916498,0.005336456000804901,0.005775296129286289,0.005533943418413401,0.005578129552304745,0.005011220462620258,0.00501826498657465,0.005015036556869745,0.003629550337791443,0.00753138167783618,0.005216554272919893,0.003010368440300226,0.005393011961132288,0.002425717655569315,0.004090402275323868,0.005593287758529186,0.003040499985218048,0.0057202111929655075,0.0034247853327542543,0.002534467726945877,0.0037318908143788576
200009,0.022686036303639412,0.021662630140781403,0.017866358160972595,0.01132297981530428,0.017179640009999275,0.016130933538079262,0.020070645958185196,0.009758067317306995,0.016459563747048378,0.01639482006430626,0.015131046064198017,0.017880117520689964,0.014907225966453552,0.015018049627542496,0.017200034111738205,0.01409906055778265,0.01326826959848404,0.012427650392055511,0.011417591013014317,0.010928421281278133,0.006511186249554157,0.012502440251410007,0.010679296217858791,0.013995988294482231,0.010738555341959,0.008258509449660778,0.012321161106228828,0.00940010230988264,0.00798114761710167,0.009157227352261543,0.006801745388656855,0.008593311533331871,0.0106486976146698,0.007810303010046482,0.013320553116500378,0.011704417876899242,0.00964253582060337,0.00979035347700119,0.010057473555207253,0.007909922860562801,0.006008358672261238,0.00783312413841486,0.008114084601402283,0.009397544898092747,0.011248860508203506,0.009105991572141647,0.009241065941751003,0.009431114420294762,0.009464154951274395,0.008286463096737862,0.01148698665201664,0.00810498557984829,0.010899667628109455,0.008866248652338982,0.007724977098405361,0.007877388037741184,0.008313958533108234,0.007665561977773905,0.007270862348377705,0.010299197398126125,0.005589596927165985,0.006622221786528826,0.00994968879967928,0.005748545750975609,0.008144262246787548,0.007624362129718065,0.0051315599121153355,0.008001298643648624,0.006433960050344467,0.005095392931252718,0.007226770743727684,0.006158560048788786,0.009728013537824154,0.006393917836248875,0.008269564248621464,0.010292044840753078,0.007368538528680801,0.007203771732747555,0.00668503949418664,0.005784735549241304,0.006275874096900225,0.0060652378015220165,0.00852837786078453,0.0062233395874500275,0.010329346172511578,0.005846422631293535,0.0056562828831374645,0.0056076208129525185,0.006796167232096195,0.00526681262999773,0.004353074822574854,0.004594489932060242,0.0053148940205574036,0.004887467250227928,0.006034664809703827,0.005629444029182196,0.005429422482848167,0.005089333280920982,0.005269256886094809,0.005080692935734987,0.00295511307194829,0.0049439603462815285,0.004449112806469202,0.0027853548526763916,0.005764934234321117,0.0031265488360077143,0.003917241934686899,0.0040146103128790855,0.005772237200289965,0.005360657349228859,0.0030589094385504723,0.0019475688459351659,0.0038991104811429977
200010,0.02106761559844017,0.02324901521205902,0.01859036087989807,0.013437650166451931,0.017865436151623726,0.016605617478489876,0.01426778081804514,0.011724533513188362,0.016491154208779335,0.01608884334564209,0.01157360803335905,0.017473548650741577,0.012221098877489567,0.014281299896538258,0.01749085634946823,0.014567568898200989,0.009692372754216194,0.014619828201830387,0.011704787611961365,0.008402237668633461,0.00565573712810874,0.013595265336334705,0.010698494501411915,0.007686371449381113,0.01085485890507698,0.009012458845973015,0.011884665116667747,0.010182668454945087,0.008309094235301018,0.00822560116648674,0.01050214096903801,0.009609506465494633,0.010912732221186161,0.010855022817850113,0.012208160944283009,0.0101085240021348,0.009572327136993408,0.009932538494467735,0.008130934089422226,0.00861890148371458,0.006266461219638586,0.008150867186486721,0.011236061342060566,0.011009796522557735,0.008854343555867672,0.009986968711018562,0.00790461152791977,0.007587817031890154,0.008317483589053154,0.007912239991128445,0.010810192674398422,0.008820675313472748,0.007991528138518333,0.007843373343348503,0.006854906212538481,0.006416955962777138,0.013669190928339958,0.008006051182746887,0.006655914708971977,0.009263903833925724,0.0057613360695540905,0.007149686571210623,0.006713423412293196,0.007292776834219694,0.0060138157568871975,0.008462161757051945,0.006639302242547274,0.007473666686564684,0.006473885383456945,0.005746692884713411,0.007584820967167616,0.006302288733422756,0.006154601462185383,0.007559251040220261,0.017210664227604866,0.006276648957282305,0.007054612506181002,0.0071141901426017284,0.0058401175774633884,0.005671230144798756,0.0075896382331848145,0.004888793919235468,0.007743352558463812,0.005855023395270109,0.011226898059248924,0.0057549490593373775,0.007119221147149801,0.005507611203938723,0.005905620753765106,0.005504874512553215,0.005118297412991524,0.005382128059864044,0.007637111470103264,0.0055785714648664,0.005387621466070414,0.005553411319851875,0.006069931201636791,0.005126194097101688,0.00554499588906765,0.005378960631787777,0.004055830184370279,0.008203468285501003,0.004569243639707565,0.0033257778268307447,0.006769068073481321,0.0033011711202561855,0.0036768477875739336,0.0033171342220157385,0.0075745354406535625,0.0043251896277070045,0.0034408983774483204,0.004106484353542328,0.00343540427275002
