yyyymm,AM,AbnormalAccruals,Accruals,AnalystRevision,AnnouncementReturn,AssetGrowth,BM,BMdec,BPEBM,Beta,BetaLiquidityPS,BetaTailRisk,BidAskSpread,BookLeverage,CBOperProf,CF,Cash,CashProd,ChAssetTurnover,ChEQ,ChInv,ChInvIA,ChNNCOA,ChNWC,ChTax,CompEquIss,CompositeDebtIssuance,CoskewACX,DelCOA,DelCOL,DelEqu,DelFINL,DelLTI,DelNetFin,DolVol,EBM,EP,EarnSupBig,EarningsStreak,EarningsSurprise,EntMult,EquityDuration,ExclExp,FEPS,ForecastDispersion,GP,Herf,HerfBE,IdioVol3F,IdioVolAHT,Illiquidity,IndMom,IndRetBig,IntMom,IntanBM,IntanCFP,IntanEP,IntanSP,InvGrowth,InvestPPEInv,Investment,LRreversal,Leverage,MaxRet,MeanRankRevGrowth,Mom12m,Mom12mOffSeason,Mom6m,MomOffSeason,MomOffSeason06YrPlus,MomSeason,MomSeason06YrPlus,MomSeason11YrPlus,MomSeasonShort,NOA,NetDebtFinance,NetDebtPrice,NetEquityFinance,NetPayoutYield,OPLeverage,PctAcc,PctTotAcc,Price,PriceDelayRsq,RD,RDS,REV6,RealizedVol,ResidualMomentum,ReturnSkew,ReturnSkew3F,RevenueSurprise,RoE,STreversal,ShareIss1Y,ShareIss5Y,Size,Tax,TotalAccruals,TrendFactor,VolSD,XFIN,betaVIX,cfp,dNoa,grcapx,grcapx3y,hire,roaq,std_turn,zerotrade12M,zerotrade1M,zerotrade6M
200001,0.00022262055426836014,3.4350869100308046e-05,2.2289732442004606e-05,0.0005872211768291891,0.0022769090719521046,0.00011084147990914062,7.125143747543916e-05,5.333661465556361e-05,3.467276110313833e-05,0.0003974808205384761,9.728040822665207e-06,8.959006663644686e-06,0.00031552897416986525,4.4263782911002636e-05,3.576889503165148e-05,8.542991417925805e-05,0.00043185646063648164,7.43514028727077e-05,9.631295142753515e-06,2.3740596589050256e-05,5.814510222990066e-05,1.3833433513354976e-05,1.0634795216901693e-05,7.191600616351934e-06,0.0008113154326565564,0.00022813279065303504,6.512836989713833e-06,0.0002610927331261337,1.9540939319995232e-05,8.02882368589053e-06,2.6431367587065324e-05,2.57682640949497e-05,0.005921289324760437,1.9804198018391617e-05,0.0007690640049986541,9.281677921535447e-05,1.96082783077145e-05,0.0001530257286503911,0.0003938256704714149,0.00018167603411711752,0.0006460951990447938,9.626438986742869e-05,0.001080017420463264,2.8496117010945454e-05,2.286032895426615e-06,0.0001062199953594245,0.00028382058371789753,0.00010604356793919578,0.0015108117368072271,0.00025058697792701423,0.000640694226603955,0.0004887628019787371,0.0038408557884395123,0.0005516374949365854,6.989095254539279e-06,6.239982758415863e-05,1.6336824046447873e-05,3.6692417779704556e-05,5.535438049264485e-06,0.00024134255363605917,3.3466346849309048e-06,8.792056905804202e-05,8.18493717815727e-05,0.0012016160180792212,7.646752237633336e-06,0.0016384330810979009,0.0005840692319907248,0.0003048705402761698,0.0007360989111475646,4.891790013061836e-06,0.0013892111601307988,0.00017267321527469903,1.5175899534369819e-05,0.000636911194305867,0.0003074665437452495,1.8497261407901533e-05,0.00030257587786763906,6.808174657635391e-05,8.181549674191047e-06,3.8098667573649436e-05,6.369021139107645e-05,1.5793568309163675e-05,0.002412825357168913,0.00047078696661628783,0.0016704619629308581,1.89218462764984e-05,3.631447907537222e-05,0.001098200329579413,0.00013084494275972247,0.00019164156401529908,0.00024208604008890688,1.3822629625792615e-05,5.645291457767598e-05,0.0031710872426629066,0.0004534923646133393,1.1210817319806665e-05,0.0016694354126229882,0.0011813538148999214,1.1742715287255123e-05,0.0012498461874201894,0.00013686875172425061,0.0008781094220466912,0.0005647526704706252,0.0005671369144693017,0.00015421771968249232,5.2933987717551645e-06,1.5430781786562875e-05,0.00013901741476729512,0.0009166907402686775,0.0002767108380794525,0.00030831521144136786,0.00039106025360524654,0.0003724027774296701
200002,0.0002597822458483279,3.0390703614102677e-05,2.004179623327218e-05,0.000884551031049341,0.002050419570878148,0.00014983757864683867,6.149637920316309e-05,5.671897088177502e-05,1.8094109691446647e-05,7.015053415670991e-05,1.2747232176479883e-05,4.863322374148993e-06,0.0002869510790333152,4.0224487747764215e-05,2.8664828278124332e-05,6.724076956743374e-05,0.00038451424916274846,5.096564564155415e-05,7.798102160450071e-06,1.918852467497345e-05,6.0588026826735586e-05,6.535000920848688e-06,6.837043201812776e-06,7.066409580147592e-06,0.0006505663623102009,0.0002091004716930911,6.428226697607897e-06,0.00028282805578783154,1.551211425976362e-05,4.8122919906745665e-06,3.213619493180886e-05,6.356502854032442e-05,0.0025593123864382505,1.681093272054568e-05,0.0008378321654163301,9.352529013995081e-05,1.2678927305387333e-05,0.00015409706975333393,0.0002815969637595117,0.0001502489612903446,0.0005500029074028134,4.948861169395968e-05,0.0016071622958406806,1.545560735394247e-05,1.766522018442629e-06,0.00014810421271249652,0.00026840801001526415,7.812425610609353e-05,0.0015780843095853925,0.00026928680017590523,0.0007112095481716096,0.00039807899156585336,0.0037353963125497103,0.0005683450144715607,8.289826837426517e-06,3.579054100555368e-05,1.0141316124645527e-05,2.550980934756808e-05,4.252263352100272e-06,0.00024079688591882586,2.922392923210282e-06,6.147010572021827e-05,7.92959617683664e-05,0.0011934805661439896,8.51249205879867e-06,0.0016488104593008757,0.0005161957815289497,0.0002920425613410771,0.0007004257058724761,9.391878847964108e-06,0.0012831559870392084,0.00012733493349514902,2.2108624762040563e-05,0.0006410721107386053,0.0002946636523120105,6.743867743352894e-06,0.0002727129904087633,3.9239013858605176e-05,4.3229165385128e-06,2.075569318549242e-05,8.105320739559829e-05,1.4935555554984603e-05,0.0023661255836486816,0.0004988839500583708,0.001330994418822229,1.9169565348420292e-05,3.338381793582812e-05,0.0011515392689034343,0.00010314155952073634,0.00021829646721016616,0.00024244977976195514,7.2368234214081895e-06,2.2064417862566188e-05,0.0028974665328860283,0.00043354270746931434,3.998486590717221e-06,0.0016671199118718505,0.00022578125935979187,8.419489859079476e-06,0.0011570618953555822,9.627841063775122e-05,0.0009378924733027816,0.0005135337123647332,0.000553784950170666,0.00017913024930749089,6.7971996031701565e-06,1.13438536573085e-05,0.00015317129145842046,0.0010126634733751416,0.00019627308938652277,0.00023911190510261804,0.00028494265279732645,0.00045361637603491545
200003,0.00018609524704515934,5.0531471060821787e-05,1.2206704923301004e-05,0.0007249946938827634,0.002109088934957981,0.00012020218855468556,9.061509626917541e-05,7.468955300282687e-05,4.0351817006012425e-05,0.00020595997921191156,9.754406164574903e-06,2.273609652547748e-06,0.0003019375435542315,3.172779906890355e-05,4.157473085797392e-05,5.2013128879480064e-05,0.0004930286668241024,4.739035648526624e-05,7.3002274803002365e-06,1.5204267583612818e-05,2.3574955775984563e-05,6.373171345330775e-06,5.446263457997702e-06,5.238719950284576e-06,0.000639521807897836,0.00023281593166757375,6.785829100408591e-06,0.0002360979706281796,1.3450516235025134e-05,6.466978447861038e-06,2.014778510783799e-05,3.031676897080615e-05,0.00426916079595685,1.8130647731595673e-05,0.0008487465092912316,0.00013812212273478508,2.483296520949807e-05,0.00019148262799717486,0.00026139026158489287,0.00015132600674405694,0.0006516255671158433,4.3846233893418685e-05,0.0016067995456978679,1.689212331257295e-05,2.399926415819209e-06,0.00010503839439479634,0.0002192118699895218,9.229791612597182e-05,0.0016879428876563907,0.0001967897842405364,0.0006715637864544988,0.00039024773286655545,0.003846200415864587,0.0006195893511176109,8.93451306183124e-06,6.510825187433511e-05,1.7462509276811033e-05,2.202643736382015e-05,5.359467650123406e-06,0.00019321010040584952,2.7877888442162657e-06,7.182263652794063e-05,5.4073272622190416e-05,0.001187003799714148,8.998080375022255e-06,0.0016057791654020548,0.0005786736728623509,0.0003154267615173012,0.0007263658917509019,6.1245582401170395e-06,0.0014559465926140547,0.0002343483647564426,1.8978405933012255e-05,0.0006824788870289922,0.0003263730905018747,5.84226017963374e-06,0.0003064713382627815,2.996424154844135e-05,8.451283065369353e-06,3.364832446095534e-05,0.00010088842827826738,2.2891623302712105e-05,0.0023071514442563057,0.00040423363680019975,0.0014756994787603617,1.1501443623274099e-05,4.1923562093870714e-05,0.0010560320224612951,0.00010766367631731555,0.00022386906493920833,0.00024223090440500528,1.1405941222619731e-05,3.065114651690237e-05,0.003026725258678198,0.0003642183437477797,7.652851309103426e-06,0.0017175694229081273,0.0006808157777413726,1.2906422853120603e-05,0.0012085698544979095,0.00012407040048856288,0.0009624268859624863,0.00048492822679691017,0.0005512878997251391,0.00013846023648511618,3.389588982827263e-06,1.0943686902464833e-05,0.00020942045375704765,0.0009040493750944734,0.00018786449800245464,0.0001842974015744403,0.0003398242115508765,0.0003421751316636801
200004,0.00023813873121980578,4.018631807412021e-05,1.254661492566811e-05,0.0006468397914431989,0.002110302448272705,0.00017884530825540423,8.512816566508263e-05,4.9843438318930566e-05,3.898340946761891e-05,0.00014821358490735292,9.285353371524252e-06,3.802632818405982e-06,0.000319707760354504,2.9049493605270982e-05,7.53226486267522e-05,7.782255852362141e-05,0.00048730967682786286,5.2882180170854554e-05,4.074385287822224e-06,1.6207506632781588e-05,1.3573579053627327e-05,6.600165306736017e-06,9.435943866265006e-06,7.896100214566104e-06,0.0006409359630197287,0.00022618065122514963,6.601298991881777e-06,0.00024132469843607396,1.35682303152862e-05,5.7452584769634996e-06,3.199892307748087e-05,3.186368485330604e-05,0.0008617750718258321,1.4043196642887779e-05,0.00081162917194888,7.879515760578215e-05,2.1534631741815247e-05,0.00017152976943179965,0.0003823814040515572,0.00016233971109613776,0.0006871672812849283,6.085711356718093e-05,0.0008721044287085533,1.817363408918027e-05,2.790553025988629e-06,9.492629033047706e-05,0.00023707783839199692,0.00011685142817441374,0.0017733590211719275,0.00016338194836862385,0.000678632000926882,0.00042161985766142607,0.00386217562481761,0.0006142497295513749,4.086181434104219e-06,4.320809239288792e-05,3.4555105230538175e-05,2.7120428057969548e-05,1.2040199180773925e-05,0.0001713276724331081,3.1671552278567106e-06,6.84081605868414e-05,5.132995647727512e-05,0.0011010275920853019,7.840922080504242e-06,0.0015658061020076275,0.0004993166076019406,0.0002970944333355874,0.0007892070570960641,5.961496299278224e-06,0.0014223348116502166,0.0001674898958299309,1.865945705503691e-05,0.0006560731562785804,0.00021379537065513432,1.1772720426961314e-05,0.0002731122949626297,2.4180004402296618e-05,4.234677817294141e-06,4.445750892045908e-05,0.0001394487189827487,1.088171575247543e-05,0.0023803184740245342,0.0004050519783049822,0.001164319459348917,1.2126742149121128e-05,3.267686770414002e-05,0.0011608118657022715,0.00014846128760837018,0.0001943017414305359,0.00019247889576945454,1.635462831472978e-05,2.3699620214756578e-05,0.0029679974541068077,0.0003586183302104473,6.082448180677602e-06,0.001760723884217441,0.000663350336253643,1.1811965123342816e-05,0.0013529557036235929,0.00012151424016337842,0.0008990613860078156,0.00040951897972263396,0.000602975080255419,0.00012743724801111966,4.658573288907064e-06,1.2869661986769643e-05,4.497091140365228e-05,0.0008543842704966664,0.0002085821033688262,0.00020318770839367062,0.0003560852783266455,0.00032098611700348556
200005,0.0001745749032124877,3.835488314507529e-05,1.3945073078502901e-05,0.0005301922792568803,0.00205475022085011,0.00012721285747829825,7.8263932664413e-05,5.234405762166716e-05,3.045953781111166e-05,0.00012763006088789552,8.897894076653756e-06,8.3781033026753e-06,0.00035287463106215,5.3655272495234385e-05,5.139556378708221e-05,9.814000077312812e-05,0.00047938473289832473,3.706067946041003e-05,4.207705842418363e-06,1.8063939933199435e-05,0.00012127534864703193,5.5300247367995325e-06,5.7060224207816646e-06,5.405249794421252e-06,0.0007918181945569813,0.00024206556554418057,6.083482276153518e-06,0.00024866065359674394,2.3303722628043033e-05,8.584021088609006e-06,2.3949382011778653e-05,4.411209738464095e-05,0.004512397106736898,1.852930108725559e-05,0.0007631823536939919,9.009862696984783e-05,2.410062006674707e-05,0.00020843101083301008,0.00039741414366289973,0.00015907801571302116,0.000740497896913439,5.4927011660765857e-05,0.0014983955770730972,1.4237612958822865e-05,3.680305553643848e-06,4.938828351441771e-05,0.00031519480398856103,4.282570807845332e-05,0.0015569421229884028,0.0001543586840853095,0.000676772731821984,0.00040728229214437306,0.003789443988353014,0.0005794227472506464,6.968681191210635e-06,3.7815229006810114e-05,2.470534309395589e-05,3.6866418668068945e-05,8.286552656500135e-06,0.0001997699000639841,3.1784450129634934e-06,8.47223709570244e-05,5.694832725566812e-05,0.0011014185147359967,4.744744728668593e-06,0.0013708733022212982,0.000525031122379005,0.0002625216729938984,0.0008244425989687443,1.0530561667110305e-05,0.0014367642579600215,0.00010067488619824871,1.4961792658141349e-05,0.0006639198400080204,0.0001829568500397727,6.520466286019655e-06,0.0002992665395140648,3.3912405342562124e-05,6.260131158342119e-06,2.8113425287301652e-05,9.690996375866234e-05,9.249772119801491e-06,0.002478203969076276,0.0004213837382849306,0.0011190928053110838,1.667463220655918e-05,3.864182508550584e-05,0.001269758096896112,0.0001187419329653494,0.0001935854961629957,0.00013536745973397046,3.497865918689058e-06,3.8138285162858665e-05,0.0031124029774218798,0.00036838266532868147,8.105783308565151e-06,0.0018163120839744806,0.00042271389975212514,1.0017180102295242e-05,0.0012885589385405183,0.00015150292892940342,0.0008859650115482509,0.00042571689118631184,0.0006604185909964144,0.0001492948067607358,3.1617209970136173e-06,9.464908544032369e-06,0.0001160766405519098,0.0009238795610144734,0.0001555003400426358,0.0002198659349232912,0.00038545424467884004,0.0003278263902757317
200006,0.00018869723135139793,2.485790173523128e-05,1.3399393537838478e-05,0.000560578191652894,0.0020913805346935987,0.0001221402344526723,0.00012287255958653986,8.816943591227755e-05,4.476484173210338e-05,0.0002071884082397446,9.426899850950576e-06,5.661977866111556e-06,0.0003983379574492574,4.28894127253443e-05,7.204306166386232e-05,7.201822882052511e-05,0.0004998987424187362,4.018127219751477e-05,6.0024717640772e-06,1.1968604667345062e-05,4.731748049380258e-05,8.84563814906869e-06,1.141299435403198e-05,5.5458458518842235e-06,0.0006528588710352778,0.00020631974621210247,8.667883776070084e-06,0.0002709464752115309,2.443963421683293e-05,4.893970981356688e-06,1.731074007693678e-05,4.890296622761525e-05,0.0012126342626288533,1.29724949147203e-05,0.0008957342361100018,7.98875407781452e-05,1.3397837392403744e-05,0.000202630486455746,0.00040023826295509934,0.00022555087343789637,0.0006609017145819962,5.67233219044283e-05,0.0010501125361770391,1.4336182175611611e-05,2.2418682874558726e-06,4.6202807425288484e-05,0.0003200847131665796,8.58725979924202e-05,0.0016462741186842322,0.0001816864823922515,0.0006051392992958426,0.0005824660183861852,0.0037790145725011826,0.0004631980846170336,2.7792300443252316e-06,5.326772588887252e-05,3.35754593834281e-05,2.7931853765039705e-05,2.1407877284218557e-05,0.0001545796258142218,3.2615698728477582e-06,9.488698560744524e-05,5.510816117748618e-05,0.0010546607663854957,5.913193035667064e-06,0.001434300560504198,0.0005382646922953427,0.00028600715450011194,0.0007769160438328981,5.399912879511248e-06,0.001407811651006341,0.00016852184489835054,2.2803182218922302e-05,0.00067080621374771,0.00019303576846141368,1.3138307622284628e-05,0.000297033810056746,5.677746230503544e-05,3.837606982415309e-06,4.934532262268476e-05,0.00011246947542531416,9.3105145424488e-06,0.002533284015953541,0.0004621116677299142,0.0014292962150648236,1.6466436136397533e-05,1.8313072359887883e-05,0.0012766021536663175,0.0001427784445695579,0.00020650312944781035,0.00016493744624312967,1.4088688658375759e-05,4.452829307410866e-05,0.003218086203560233,0.0003464823239482939,4.943215571984183e-06,0.0017437920905649662,0.002365608001127839,7.82419192546513e-06,0.0013920728815719485,0.00010156058851862326,0.0008607368799857795,0.00042028632014989853,0.0007919853669591248,0.00017104638391174376,7.07151275491924e-06,7.338632258324651e-06,6.496776040876284e-05,0.0008754445007070899,0.00020836599287576973,0.00020728773961309344,0.0003211396106053144,0.00030083252931945026
200007,0.0001836020383052528,3.382802606211044e-05,1.1349587111908477e-05,0.0006315791397355497,0.0019851161632686853,0.000140607007779181,6.550872785737738e-05,6.284787377808243e-05,4.598344457917847e-05,0.00016611532191745937,7.108243607945042e-06,9.44082967180293e-06,0.00038913008756935596,5.485667134053074e-05,4.4081491068936884e-05,0.00010001939517678693,0.0005817536730319262,3.8253194361459464e-05,7.1717367973178625e-06,1.7473703337600455e-05,3.195257522747852e-05,7.790605195623357e-06,6.304996531980578e-06,6.7693863456952386e-06,0.0008066180162131786,0.0002446005237288773,8.009270459297113e-06,0.0002128675696440041,1.833136957429815e-05,1.3997894711792469e-05,3.619934796006419e-05,4.575421553454362e-05,0.0006131725967861712,1.875795169326011e-05,0.0008768907864578068,9.071827662410215e-05,2.7048090487369336e-05,0.00015960674500092864,0.00043858017306774855,0.000278789404546842,0.0006658855709247291,9.067168139154091e-05,0.0020674625411629677,2.933717223640997e-05,2.781184321065666e-06,6.48129207547754e-05,0.00029928062576800585,8.424530096817762e-05,0.0015782596310600638,0.00014681728498544544,0.0006609310512430966,0.00037549613625742495,0.0036165278870612383,0.0004802787443622947,3.2258885767078027e-06,6.446518091252074e-05,2.4923438104451634e-05,3.5475579352350906e-05,1.7991829736274667e-05,0.00018418928084429353,5.023930043535074e-06,7.632563938386738e-05,4.062751031597145e-05,0.0011652997927740216,8.258394700533245e-06,0.0013768641510978341,0.0005035569192841649,0.0002654238196555525,0.0008638784056529403,1.0141166058019735e-05,0.0014102307613939047,0.00013025561929680407,1.7033082258421928e-05,0.0006645451067015529,0.00017326910165138543,1.3172197213862091e-05,0.000328941474435851,5.203809269005433e-05,5.069254257250577e-06,3.3179763704538345e-05,0.00011365253158146515,1.0876105989154894e-05,0.0025236522778868675,0.0002674311399459839,0.001348548918031156,2.3637732738279738e-05,2.4862996724550612e-05,0.0011919725220650434,0.00016552969464100897,0.00019969786808360368,0.00016929877165239304,9.516242243989836e-06,3.7530411646002904e-05,0.0031940215267241,0.0003748966846615076,1.0224317520624027e-05,0.0017986590974032879,0.002142741810530424,1.5124685887712985e-05,0.00135915563441813,0.00010137588833458722,0.0009023734019137919,0.000332847295794636,0.000831030250992626,0.00012910881196148694,1.0848858664758154e-06,9.176727871818002e-06,2.3798793336027302e-05,0.0007452935096807778,0.00021358464437071234,0.00019838774460367858,0.00030651368433609605,0.0003217087942175567
200008,0.000156922047608532,6.0247646615607664e-05,1.0715396456362214e-05,0.0007568518631160259,0.0020458907820284367,0.0001831801637308672,7.409061799990013e-05,5.907634840696119e-05,4.7010573325678706e-05,0.00016359046276193112,8.022691872611176e-06,3.870815817208495e-06,0.0004664879816118628,5.131258876645006e-05,6.328083691187203e-05,6.370457413140684e-05,0.0005896892980672419,6.557730375789106e-05,3.2027182896854356e-06,1.5024955246190075e-05,2.3362394131254405e-05,6.1374153119686525e-06,1.1425002412579488e-05,8.204710866266396e-06,0.0011486774310469627,0.00020974341896362603,5.414757652033586e-06,0.00025848313816823065,2.2377724235411733e-05,7.187588835222414e-06,3.751712938537821e-05,4.3205986003158614e-05,0.0006754031637683511,1.6735797544242814e-05,0.0008350394782610238,7.952385931275785e-05,1.5218283806461841e-05,0.00020443892572075129,0.0003779340477194637,0.0002017483493546024,0.0006327515002340078,5.7444576668785885e-05,0.0014037572545930743,1.801215512386989e-05,2.6928466922981897e-06,7.362358155660331e-05,0.0002840662491507828,0.00010243711585644633,0.001532816793769598,0.00018326273129787296,0.0006974444258958101,0.0004319842264521867,0.00394361512735486,0.0005110489437356591,6.7461667185853e-07,6.733808550052345e-05,2.2573329260922037e-05,3.3918433473445475e-05,4.356881163403159e-06,0.00021327588183339685,3.26948361362156e-06,6.181488424772397e-05,7.044977974146605e-05,0.001201963284984231,9.015767318487633e-06,0.0012492518872022629,0.0005988747579976916,0.0002536163665354252,0.0008498773095197976,8.319895641761832e-06,0.001384112285450101,0.00012787198647856712,2.0385661628097296e-05,0.0006526923971250653,0.0001992130564758554,7.471262051694794e-06,0.0003235696640331298,4.186933801975101e-05,5.566835170611739e-06,2.8180618755868636e-05,0.00010299599671270698,1.353528568870388e-05,0.002348333364352584,0.0006646549445576966,0.0015369091415777802,2.1785379431094043e-05,1.954271283466369e-05,0.0013055495219305158,0.0002876630751416087,0.00015847387840040028,0.00014026650751475245,3.4142765343858628e-06,3.0434686777880415e-05,0.0034220546949654818,0.0003773595963139087,9.797462553251535e-06,0.0018372589256614447,0.0032191635109484196,1.48669159898418e-05,0.001319998293183744,0.00012021516886306927,0.000894116354174912,0.00033585363416932523,0.0007192406919784844,0.00018703352543525398,8.695425094629172e-06,1.503748990216991e-05,7.967184501467273e-05,0.0008131517097353935,0.00027041108114644885,0.00016891055565793067,0.00033437731326557696,0.0003360201371833682
200009,0.00017777241009753197,5.7518453104421496e-05,1.2804003745259251e-05,0.000546070106793195,0.0020036499481648207,0.00013934067101217806,6.995126022957265e-05,5.402804890763946e-05,6.033515091985464e-05,0.00020559877157211304,9.513668373983819e-06,4.544016064755851e-06,0.000431039952673018,5.150486686034128e-05,8.227729995269328e-05,7.264953455887735e-05,0.0006935507408343256,6.209409912116826e-05,6.483754987129942e-06,1.6310528735630214e-05,2.036751902778633e-05,7.844409992685542e-06,7.444494258379564e-06,1.583592893439345e-05,0.001417416031472385,0.00026248747599311173,7.140999059629394e-06,0.00019917874305974692,2.989067797898315e-05,6.658996426267549e-06,2.8798405764973722e-05,5.395283005782403e-05,0.00046949685201980174,1.4893038496666122e-05,0.0008739873301237822,6.682761159026995e-05,2.6870065994444303e-05,0.00018359451496507972,0.00041629455517977476,0.00016651835176162422,0.0005803623935207725,7.089697464834899e-05,0.001153230550698936,1.8863307559513487e-05,7.333752819249639e-06,4.863873982685618e-05,0.00028449512319639325,5.382252129493281e-05,0.0015737098874524236,0.00015031172370072454,0.0007125856354832649,0.0004508041020017117,0.003840693971142173,0.0004825956129934639,5.163528840057552e-06,8.171795343514532e-05,1.9053677533520386e-05,2.8534295779536478e-05,3.511306658765534e-06,0.00018447298498358577,2.9137795536371414e-06,6.367893365677446e-05,4.0505765355192125e-05,0.0011547704925760627,1.294657340622507e-05,0.0014705590438097715,0.0005908216699026525,0.0002927278110291809,0.0008690718677826226,6.183045570651302e-06,0.0014921666588634253,0.00018878529954236,2.046371992037166e-05,0.0006638682098127902,0.00015633294242434204,6.008381205901969e-06,0.0003210433351341635,2.9472957976395264e-05,7.068987997627119e-06,2.6490668460610323e-05,0.0001233092334587127,1.4778157492401078e-05,0.002431031782180071,0.0006566006923094392,0.0015645172679796815,2.815508923958987e-05,2.3232063540490344e-05,0.0011069076135754585,0.00015868085029069334,0.0001609771716175601,0.0001499016652815044,6.070477866160218e-06,3.862529047182761e-05,0.003052794374525547,0.00041011383291333914,1.2301425158511847e-05,0.0018006152240559459,0.0005774610908702016,8.694333700987045e-06,0.00130692298989743,7.882490172050893e-05,0.0009680092334747314,0.0003765297878999263,0.0006712728063575923,0.00018248484411742538,4.439670192368794e-06,1.1412400453991722e-05,7.060160714900121e-05,0.0008732622372917831,0.0002019932580878958,0.00012823079305235296,0.00037330258055590093,0.00028453514096327126
200010,0.00020970212062820792,3.986843876191415e-05,2.095716990879737e-05,0.0006895483820699155,0.001959865679964423,0.00023618726118002087,0.00011525669106049463,6.437391857616603e-05,4.35300862591248e-05,0.00019730320491362363,9.874714123725425e-06,5.541422524402151e-06,0.00044110973249189556,5.876343493582681e-05,6.786471203668043e-05,5.5104817874962464e-05,0.0006086726789362729,7.438554894179106e-05,4.871125383942854e-06,1.3100423529976979e-05,3.997881503892131e-05,4.7518915380351245e-06,9.480002518102992e-06,6.290369128691964e-06,0.0008196591516025364,0.00021074914548080415,4.4968810470891185e-06,0.0001755677949404344,2.1664229279849678e-05,8.858951332513243e-06,2.924492218880914e-05,7.272626680787653e-05,0.0005225912318564951,1.406314731866587e-05,0.0008476598304696381,8.345491369254887e-05,2.5525790988467634e-05,0.0001667500037001446,0.0002920352853834629,0.00016046903328970075,0.000601469015236944,5.812372546643019e-05,0.0008695885189808905,3.417716288822703e-05,4.448414983926341e-06,6.873862002976239e-05,0.00032463466050103307,8.631840319139883e-05,0.001361113740131259,0.0001396521838614717,0.0006676056073047221,0.00042882119305431843,0.003815531264990568,0.0005048534367233515,6.967198260099394e-06,4.0274884668178856e-05,3.702526373672299e-05,3.8268928619800135e-05,8.073198841884732e-06,0.00019151695596519858,7.347558721448877e-07,9.088603110285476e-05,5.445423812489025e-05,0.0009813926881179214,5.514523763849866e-06,0.0015289891744032502,0.0005627878126688302,0.00025330710923299193,0.0007856464362703264,4.138148142374121e-06,0.0014958572573959827,0.00017648053471930325,1.5238562809827272e-05,0.0006106303189881146,0.00020735141879413277,1.4001761883264408e-05,0.0003432001976761967,4.466057725949213e-05,2.922882458733511e-06,2.9073051337036304e-05,0.00015947232895996422,7.601653578603873e-06,0.002253597369417548,0.0005462333210743964,0.001397511688992381,1.629133112146519e-05,3.856471448671073e-05,0.001216461299918592,0.00019551960576791316,0.00017151921929325908,0.00011884874402312562,1.9769640857703052e-05,3.763997301575728e-05,0.0031808861531317234,0.0004224852309562266,1.255654660781147e-05,0.0017878912622109056,0.0023027327843010426,9.283535291615408e-06,0.0014282152988016605,8.638264262117445e-05,0.0009186689858324826,0.0004108776629436761,0.0006741954130120575,0.00019693236390594393,4.906470621790504e-06,1.0770621884148568e-05,7.98065957496874e-05,0.0008434646297246218,0.00019507494289427996,0.00016213134222198278,0.00035041046794503927,0.00022730759519618005
